Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Control,11,False,False,False,0.0,0.0,0.5,0.9827586206896551,1.5833333333333333,1.2592592592592593,0,0,0.0,0.0,0.0,0.0,8.666666666666666,3.65,1.75,3.84375,7.546875,4.546875,0.0,0.0,3.0,2.25,2.272727272727273,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.8928571428571429,1.293103448275862,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7380952380952381,1.6538461538461537,0.5,0.0,0.5,0.0,14.533333333333333,4.53125,1.12,0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,True,0.5,0.9166666666666666,0.5,16.458333333333332,14.583333333333334,16.88235294117647,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9523809523809523,1.9782608695652173,1.596774193548387,10.661290322580646,2.2,1.7166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.574074074074074,8.64516129032258,1.1363636363636365,0.0,0.0,0.0,3.0,15.0,25.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,2.8620689655172415,0,0.0,0.0,0.0,0.0,0.0
Gap,1,False,False,False,0.0,0.0,0.0,1.05,2.45,2.111111111111111,0,0,0.0,0.0,0.0,0.0,0.5,1.75,0.5,1.75,4.0,3.2777777777777777,0.0,0.0,0.5,6.75,2.0,0.6428571428571429,0.5,2.1666666666666665,5.333333333333333,0.0,0.0,0.0,0.5,1.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.5714285714285714,1.9285714285714286,0.0,0.0,0.0,5.0625,3.2222222222222223,2.4166666666666665,0,0.0,0.0,0.0,0.0,0.0
Gap,1,False,False,True,0.5,0.0,0.5,36.0,34.0,36.111111111111114,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.722222222222222,2.95,2.625,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,2.2857142857142856,1.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2142857142857142,0,0.0,0.0,0.0,0.0,0.5
Gap,1,False,True,False,0.0,0.0,0.0,1.25,4.083333333333333,2.4166666666666665,0,0,0.0,0.0,0.0,0.0,2.8333333333333335,3.0,0.0,3.4166666666666665,5.25,3.0,0.0,0.0,0.0,3.25,5.375,1.9,4.0,3.0,3.0,0.0,0.0,0.0,0.5,3.4,4.416666666666667,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3333333333333333,3.3333333333333335,2.0,0.0,0.0,0.0,7.5,4.666666666666667,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,1,False,True,True,0.5,0.5,0.5,23.0,29.5,38.333333333333336,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.875,1.5833333333333333,1.5,2.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.625,5.875,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0,0.0,0.0,0.0,0.0,0.5
Gap,8,False,False,False,0.0,0.0,0.0,2.6875,3.125,1.0,0,0,0.0,0.0,0.5,0.0,2.8333333333333335,1.3333333333333333,0.5,2.625,3.6875,2.357142857142857,0.0,0.0,0.0,3.3333333333333335,3.1666666666666665,0.9,7.5,3.0,7.5,0.0,0.0,0.0,0.75,0.5,1.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.5,0.0,0.0,0.0,2.9375,2.625,1.375,0,0.0,0.0,0.0,0.0,0.0
Gap,8,False,False,True,0.0,0.0,0.0,28.1875,31.9375,34.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,1.0714285714285714,1.25,1.75,1.4375,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.642857142857143,1.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,8,False,True,False,0.0,0.0,0.0,1.6875,4.285714285714286,2.3,0,0,0.0,0.0,0.0,0.0,6.0,3.6666666666666665,0.5,4.25,7.8125,2.642857142857143,0.0,0.0,0.5,2.8333333333333335,2.375,8.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.2,3.1666666666666665,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.75,0.5,0.0,0.0,0.0,12.375,6.571428571428571,0.5,0,0.0,0.5,0.0,0.0,0.0
Gap,8,False,True,True,0.5,0.0,0.0,30.0,22.857142857142858,36.42857142857143,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.642857142857143,3.0,9.6875,11.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,2.1666666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,1.75,0,0.0,0.0,0.5,0.5,3.0
Gap,10,False,False,False,0.0,0.0,0.0,0.7,1.1666666666666667,1.5833333333333333,0,0,0.0,0.0,0.0,0.0,4.125,1.3333333333333333,0.0,1.25,3.2222222222222223,3.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.2142857142857142,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,7.35,4.777777777777778,0.625,0,0.0,0.0,0.0,0.0,0.0
Gap,10,False,False,True,0.0,0.0,0.0,5.333333333333333,5.166666666666667,11.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7142857142857143,1.25,2.5,1.75,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,1.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0,0.0,0.0,0.5,0.5,0.5
Gap,10,False,True,False,0.0,0.5,0.0,0.8,1.9166666666666667,0.75,0,0,0.0,0.0,0.0,0.0,17.75,7.75,0.0,1.9,12.333333333333334,2.8333333333333335,0.0,0.5,0.5,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.2,1.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,8.5,9.333333333333334,0.8333333333333334,0,3.0,0.0,0.0,0.0,0.0
Gap,10,False,True,True,0.0,0.0,0.0,14.333333333333334,17.666666666666668,31.666666666666668,0,0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6,1.875,1.3333333333333333,2.0,10.333333333333334,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.6666666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.3333333333333333,0,0.0,0.0,0.5,3.0,0.5
Gap,10,True,False,False,0.0,0.0,0.0,1.625,1.6,0.75,0,0,0.0,0.0,0.0,0.0,1.75,5.25,0.0,1.9,5.7,2.2,0.0,0.0,0.0,0.5,0.5,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,20.6,12.2,3.8333333333333335,0,0.0,0.0,0.0,0.0,0.0
Gap,10,True,False,True,0.0,0.0,0.0,9.5,10.875,13.666666666666666,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,2.1,2.3,6.166666666666667,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0,0.0,0.0,0.5,0.5,1.75
Gap,10,True,True,False,0.0,0.0,0.0,0.6875,4.636363636363637,1.6428571428571428,0,0,0.0,0.0,0.0,0.0,1.75,14.5,18.666666666666668,2.1363636363636362,8.863636363636363,6.611111111111111,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.6666666666666667,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,14.5,7.65,1.3,0,0.0,0.0,0.0,0.0,0.0
Gap,10,True,True,True,0.0,0.0,0.0,4.9375,11.416666666666666,21.142857142857142,0,0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,0.625,2.142857142857143,1.0,3.7222222222222223,13.8,3.7222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,6.625,0.5,0.0,0.0,0.0,0.0,7.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.571428571428571,0,0.0,0.0,0.5,1.75,1.3333333333333333
Gap,12,False,False,False,0.0,0.0,0.0,0.9375,3.0625,0.7857142857142857,0,0,0.0,0.0,0.0,0.0,4.166666666666667,2.875,3.0,2.6875,5.875,3.6875,0.0,0.0,0.0,0.0,0.5,1.875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.5833333333333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,2.357142857142857,2.0714285714285716,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,False,False,True,0.0,0.5,0.0,9.0,10.875,18.6,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.75,1.9375,1.0,11.375,3.9285714285714284,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.357142857142857,0,0.0,0.0,0.0,0.0,0.0
Gap,12,False,True,False,0.0,0.0,0.0,2.0,3.5625,1.375,0,0,0.0,0.0,0.0,0.0,2.1666666666666665,2.5,2.8333333333333335,2.25,9.375,3.3333333333333335,0.0,0.0,0.0,0.0,1.6,1.125,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.5,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,5.071428571428571,1.7142857142857142,0.6666666666666666,0,1.75,0.0,0.0,0.0,0.0
Gap,12,False,True,True,0.0,0.5,0.5,3.5,13.875,10.8,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.625,1.8125,2.3,6.428571428571429,8.75,19.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.083333333333333,3.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,7.333333333333333,0,0.0,0.0,0.0,0.0,1.0
Gap,12,True,False,False,0.0,0.0,0.0,1.4,3.5833333333333335,1.5,0,0,3.0,0.0,0.0,0.0,0.5,2.0,3.0,3.6666666666666665,8.166666666666666,3.5833333333333335,0.0,0.0,0.0,0.0,1.6666666666666667,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,1.125,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.5,5.333333333333333,2.1666666666666665,0,0.0,0.0,0.0,0.0,0.0
Gap,12,True,False,True,0.0,0.0,0.0,3.6666666666666665,12.125,21.25,0,0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,5.333333333333333,1.5833333333333333,2.5,20.166666666666668,4.5,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166666666666667,9.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.1666666666666665,0,0.0,0.0,0.0,0.0,0.0
Gap,12,True,True,False,0.0,0.0,0.0,3.1666666666666665,4.95,2.0833333333333335,0,0,0.0,0.0,0.0,0.0,0.5,2.1666666666666665,5.25,3.5,6.05,4.75,0.0,0.0,0.0,0.75,7.375,9.6875,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.9166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.55,2.6666666666666665,3.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,True,True,True,0.0,2.1666666666666665,0.0,10.0,12.4375,20.8125,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,2.125,1.1666666666666667,7.722222222222222,12.944444444444445,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.642857142857143,3.2857142857142856,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,0.75,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,False,False,0.0,0.0,0.0,1.9,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,3.3,0.0,0.0,0.5,1.5,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,2.1,0.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,False,True,0.5,0.0,0.5,43.0,0.0,37.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.4,10.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0,0.0,0.0,0.5,0.0,0.5
Radial,3,False,True,False,0.0,0.0,0.0,1.3636363636363635,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.9,0.0,2.0,0.0,0.0,0.0,6.583333333333333,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.8,0.0,2.8636363636363638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,1.125,0.5,0.0,0.5,11.863636363636363,0.0,1.3333333333333333,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,True,True,0.5714285714285714,0.0,0.5,34.13636363636363,0.0,47.72727272727273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5833333333333335,0.0,1.8636363636363635,4.2272727272727275,0.0,1.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,3.0,15.95,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.1111111111111112,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,False,False,0.0,0.0,0.0,2.1666666666666665,2.0,1.0,0,0,0.0,0.0,0.0,0.0,1.75,3.0,0.0,2.25,2.5,1.875,0.0,0.0,0.5,1.0,0.5,1.5,0.5,3.0,1.75,0.0,0.0,0.0,0.625,3.625,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,0.5,0.0,0.0,0.0,10.625,3.0,0.8333333333333334,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,False,True,0.0,0.0,0.0,31.666666666666668,35.0,28.875,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,3.0,0.875,5.375,2.25,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,True,False,0.0,0.0,0.0,2.090909090909091,0.5833333333333334,1.0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3.772727272727273,2.5,2.1363636363636362,0.0,0.0,1.0,2.0714285714285716,0.875,0.5,1.75,4.4,0.9166666666666666,0.0,0.0,0.0,0.6818181818181818,3.4545454545454546,2.409090909090909,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0454545454545454,0.0,0.0,0.0,7.208333333333333,0.6,0.9545454545454546,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,True,True,0.5,0.5,0.5,38.22727272727273,39.0,44.0,0,0,0.0,0.0,0.0,0.0,1.3333333333333333,0.5,0.5,0.95,1.1,1.6363636363636365,17.25,15.681818181818182,3.590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.045454545454546,2.9,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.642857142857143,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,False,False,0.0,0.0,0.0,1.8125,2.125,0.5714285714285714,0,0,0.0,0.0,0.0,0.0,1.9,2.1666666666666665,0.0,2.9375,7.875,3.3125,0.0,0.0,3.0,0.5,0.5,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,1.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.5,19.9375,6.9375,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,2.0,0.9285714285714286,0.8571428571428571,3.3333333333333335,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,7.333333333333333,4.928571428571429,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,True,False,0.0,0.0,0.0,0.9166666666666666,1.375,1.1,0,0,0.0,0.0,0.0,0.0,7.375,11.0,3.0,2.357142857142857,6.0,2.0625,0.0,0.0,3.0,0.5,3.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5,1.9285714285714286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,15.375,3.7857142857142856,1.3333333333333333,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,True,True,0.5,0.5,0.0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,1.6875,1.375,10.333333333333334,10.375,7.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,8.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.6666666666666665,0,0.0,0.0,0.0,0.0,0.0
