Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Control,2,9,False,False,0.5,0.0,0.5,46.0,1.5,50.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,3.5,10.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,2,10,False,False,0.0,0.0,0.5,32.5,32.0,42.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,2,11,False,False,0.0,0.5,0.5,41.5,52.5,40.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,3.5,10.0,5.0,5.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,2,12,False,False,0.5,1.0,0.0,71.0,144.0,61.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,4.0,3.5,20.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,2,13,False,False,0.0,0.0,0.0,11.5,45.5,51.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,10.0,20.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,60.5,11.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,2,14,False,False,0.0,0.0,0.0,41.0,42.5,41.5,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,4.5,2.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,2,15,False,False,0.0,0.5,0.0,2.0,15.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,2,16,False,False,0.0,0.0,0.0,6.5,21.5,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,3.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,1,False,True,0.5,1.0,0.0,62.0,81.0,60.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,10.0,9.0,5.0,0.5,1.5,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,2,False,False,0.0,0.0,0.5,11.5,32.5,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,10.5,1.5,0.5,1.0,1.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,5.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,3,False,True,0.0,0.5,0.0,61.5,92.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,2.5,5.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,4,False,True,0.0,0.5,0.0,21.5,51.5,40.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,22.5,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.5,6.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,2.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,5,False,True,0.5,1.5,0.5,42.5,72.0,50.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,2.0,0.5,0.0,0.5,5.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,6,False,True,0.0,0.5,0.0,41.5,44.0,71.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.0,2.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.5,0.0,0.0,0.0,0.5,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,7,False,False,0.0,0.5,0.0,42.0,74.0,51.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,5.5,2.0,0.5,21.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,8,False,False,0.5,0.0,0.0,41.5,42.0,51.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,9,False,True,0.0,0.5,0.0,21.5,41.5,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.5,3.0,0.0,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,10,False,True,0.0,0.0,0.5,22.0,38.5,40.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.5,1.5,0.5,20.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.5,2.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,11,False,True,1.0,0.0,0.0,31.5,52.5,21.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,1.5,0.5,1.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,12,False,False,0.0,0.5,0.0,31.0,42.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,2.0,0.5,2.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.5,0.0,0.0,0.0,1.0,1.5,1.0,0,0.0,0.0,0.0,1.0,0.0
Control,4,13,False,True,0.0,1.0,0.0,11.5,73.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,21.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.5,2.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,14,False,True,0.0,1.0,0.0,11.5,57.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,9.0,3.0,0.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.5,2.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,15,False,False,0.0,0.0,0.0,61.0,53.0,60.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,16,False,True,0.0,0.5,0.0,20.5,27.5,30.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5,2.0,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,17,False,False,0.0,0.5,0.0,2.0,6.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.0,5.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,18,False,False,0.0,0.0,0.0,31.5,30.5,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.5,2.0,0.5,0,0.0,0.0,0.5,0.5,0.5
Control,4,19,False,False,0.0,0.0,0.0,21.0,31.0,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,20,False,False,0.0,0.0,0.0,1.5,21.0,11.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,5.0,5.5,0.5,0,0.0,0.5,0.0,0.0,0.0
Control,4,21,False,False,0.0,0.5,0.0,42.5,0.5,31.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,3.0,3.5,5.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,22,False,False,0.0,0.0,0.0,33.0,32.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,5.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,23,False,False,0.0,0.0,0.0,6.0,12.0,10.0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,2.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.0,5.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,24,False,False,0.0,0.0,0.0,10.5,21.5,10.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,25,False,False,1.0,1.0,0.0,31.0,12.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,3.0,20.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,26,False,False,0.5,1.0,0.0,21.0,30.5,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.5,3.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,27,False,False,0.0,0.0,0.0,52.0,42.0,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,2.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,28,False,False,0.0,0.0,0.0,12.0,20.5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,29,False,False,0.0,0.0,0.0,21.5,3.0,40.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,30,False,False,0.0,0.0,0.0,11.0,12.0,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,2.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,4,31,False,False,0.5,0.0,0.0,31.0,32.0,50.5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Control,4,32,False,False,0.5,0.0,0.0,41.5,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,1.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Control,6,1,False,False,0.0,0.5,0.0,41.0,20.5,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,20.0,5.0,1.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,31.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.5,6.0,1.0,0,0.0,0.0,0.0,0.5,0.0
Control,6,2,False,False,0.5,0.5,0.5,21.0,20.5,40.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,2.5,10.0,10.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,11.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.5,1.5,0,0.0,0.0,0.0,0.5,0.0
Control,6,3,False,False,1.0,0.5,0.5,70.5,60.5,71.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,2.5,3.0,10.0,5.0,1.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,4,False,False,0.5,0.5,0.0,71.0,65.0,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.5,10.0,1.0,1.0,10.5,2.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,10.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Control,6,5,False,False,0.5,0.0,0.5,20.5,10.5,30.5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,3.5,20.0,5.0,0.5,6.0,1.0,1.0,5.0,5.0,20.0,0.0,0.0,0.5,1.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,5.5,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
