Plot_treatment,Plot_number,Quadrat_fenced,Quadrat_gap,Quadrat_number,Year_monitoring,Climber,Large Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Prostrate or Mat-forming Forb/Herb,Small Non-tufted grass/sedge,Small Tufted grass/sedge,Prostrate Shrub,Tufted Ground Fern,Shrub,Small Forb/Herb,Large Tufted grass/sedge,Small Shrub,Non-tufted Ground Fern,Tiny Tufted grass/sedge,Scrambler,Large Shrub to Medium Tree,Large Non-tufted grass/sedge
Control,2,False,False,13,0,,4.125,0.5,15.0,,25.0,,32.75,,,,,,,,,,,
Control,2,False,False,13,3,,17.666666666666668,1.75,25.0,0.5,3.0,3.0,9.0,,,,,,,,,,,
Control,2,False,False,13,6,,29.0,0.5,3.0,,1.3333333333333333,0.5,0.5,,,,,,,,,,,
Control,2,False,False,14,0,,15.333333333333334,0.5,0.5,0.5,1.75,0.5,1.75,,,,,,,,,,,
Control,2,False,False,14,3,,12.875,1.2142857142857142,3.0,3.0,1.75,0.5,3.0,,,,,0.5,,3.0,,,,
Control,2,False,False,14,6,,16.166666666666668,0.5,0.5,0.5,1.3333333333333333,,0.5,,,,,,,,,,,
Control,2,False,False,15,0,,1.3333333333333333,1.3333333333333333,0.5,0.5,,0.5,0.5,,,,,,,,,,,
Control,2,False,False,15,3,0.5,11.25,1.3333333333333333,0.5,3.0,0.5,3.0,0.5,,,,,,,3.0,,,,
Control,2,False,False,15,6,,8.666666666666666,0.5,3.0,0.5,0.5,0.5,0.5,,,,,,,0.5,,,,
Control,2,False,False,16,0,,2.25,0.5,0.5,,,0.5,1.75,,,,,,,,,,,
Control,2,False,False,16,3,,9.5,0.5,0.5,3.0,0.5,3.0,,,,,,,,7.5,,,,
Control,2,False,False,16,6,,5.333333333333333,0.5,0.5,0.5,1.75,,,,,,,,,,,,,
Control,4,False,False,1,0,0.5,13.4,0.5,7.5,4.0,1.75,0.5,,,,,,,,,,,,
Control,4,False,False,1,3,3.0,31.0,1.125,0.5,1.75,3.5,0.5,3.0,,,,,,,,,,,
Control,4,False,False,1,6,,32.75,1.6875,1.75,,3.0,3.0,,,,,,,,,,,,
Control,4,False,False,2,0,,4.125,0.8125,0.5,0.5,0.5,0.5,7.5,,,,,,,,,,,
Control,4,False,False,2,3,,7.416666666666667,1.3636363636363635,0.5,3.0,0.5,0.5,3.0,,,,,,,,,,,
Control,4,False,False,2,6,0.5,35.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,
Control,4,False,False,3,0,,16.625,1.3333333333333333,7.5,3.0,3.0,0.5,0.5,,,,,,,,,,,
Control,4,False,False,3,3,0.5,17.0,1.2142857142857142,0.5,3.0,4.125,3.0,1.75,,,,,,,,,,,
Control,4,False,False,3,6,,65.0,1.125,0.5,,0.5,,3.0,,,,,,,,,,,
Control,4,False,False,4,0,,6.625,0.5,,,4.0,0.5,3.0,,,,,,,,,,,
Control,4,False,False,4,3,0.5,15.875,0.7272727272727273,1.75,,2.25,0.5,1.125,0.5,,,,,0.5,,,,,
Control,4,False,False,4,6,,22.75,4.583333333333333,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Control,4,False,False,5,0,0.5,7.916666666666667,1.2142857142857142,0.5,4.0,0.5,0.5,0.5,,,,,,,0.5,,,,
Control,4,False,False,5,3,1.75,13.666666666666666,1.3333333333333333,,3.0,1.75,0.5,1.75,0.5,,,,,,0.5,,,,
Control,4,False,False,5,6,0.5,27.75,1.3333333333333333,0.5,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,6,0,,11.625,0.5,0.5,3.0,0.5,0.5,0.5,,,,,,,0.5,,,,
Control,4,False,False,6,3,0.5,7.571428571428571,1.1818181818181819,3.0,3.0,2.1666666666666665,1.75,0.5,,,,,,,0.5,,,,
Control,4,False,False,6,6,,19.125,0.5,,,1.75,0.5,3.0,,,,,,,,,,,
Control,4,False,False,7,0,,9.4,0.5,0.5,0.5,,,0.5,,,,,0.5,,,,,,
Control,4,False,False,7,3,0.5,11.0,1.0555555555555556,14.0,1.75,2.375,3.0,0.5,,,,,0.5,,,,,,
Control,4,False,False,7,6,,14.125,0.5,0.5,,0.5,3.0,0.5,,,,,,,,,,,
Control,4,False,False,8,0,0.5,11.625,0.5,0.5,3.0,0.5,0.5,3.0,,,,,,,,,,,
Control,4,False,False,8,3,,12.25,1.3333333333333333,0.5,3.0,1.75,3.0,0.5,,,,,,,0.5,,,,
Control,4,False,False,8,6,,18.666666666666668,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,9,0,,6.625,0.5,,3.0,,,0.5,,,,,,,,,,,
Control,4,False,False,9,3,0.5,10.3,0.9545454545454546,1.75,3.0,1.3333333333333333,0.5,3.0,,,,,,,,,,,
Control,4,False,False,9,6,,0.5,0.5,0.5,,0.5,,1.75,,,,,,,,,,,
Control,4,False,False,10,0,,5.4,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,
Control,4,False,False,10,3,,6.0,0.75,12.75,0.5,3.6666666666666665,3.0,1.125,,,,,,,,,,,
Control,4,False,False,10,6,0.5,45.0,0.5,0.5,,1.75,,0.5,,,,,,,,,,,
Control,4,False,False,11,0,0.5,9.125,3.0,0.5,3.0,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,11,3,,10.75,1.0555555555555556,1.75,3.0,7.75,3.0,3.0,,,,,,,,,,,
Control,4,False,False,11,6,,6.625,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,
Control,4,False,False,12,0,,12.0,0.5,0.5,0.5,0.5,,0.5,,,,,,,0.5,,,,
Control,4,False,False,12,3,0.5,8.666666666666666,1.4375,3.0,,0.5,7.5,0.5,,3.0,,0.5,,,3.0,,,,
Control,4,False,False,12,6,,0.5,1.3333333333333333,0.5,,0.5,0.5,0.5,,,,,,,3.0,,,,
Control,4,False,False,13,0,,4.125,0.5,0.5,,,,0.5,,,,,,,0.5,,,,
Control,4,False,False,13,3,3.0,14.5,0.8125,0.5,3.0,1.75,1.75,2.1666666666666665,,,,,,,3.0,,,,
Control,4,False,False,13,6,,3.0,6.625,0.5,,3.0,0.5,0.5,,,,,,,,,,,
Control,4,False,False,14,0,,4.125,0.5,0.5,,0.5,0.5,0.5,0.5,,,,,,,,,,
Control,4,False,False,14,3,3.0,11.916666666666666,1.0,7.5,,2.0833333333333335,3.0,1.125,,,,,0.5,,,,,,
Control,4,False,False,14,6,,25.0,0.5,0.5,,0.5,0.5,0.5,3.0,,,,,,,,,,
Control,4,False,False,15,0,,22.0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0.5,,,,
Control,4,False,False,15,3,,9.285714285714286,0.5,0.5,0.5,0.9166666666666666,0.5,0.5,,,,,,,3.0,,,,
Control,4,False,False,15,6,,32.75,0.5,0.5,0.5,0.5,,,,,,,,,0.5,,,,
Control,4,False,False,16,0,,12.75,0.5,0.5,,0.5,,3.0,,,,,,,,,,,
Control,4,False,False,16,3,0.5,6.166666666666667,1.125,1.75,,2.0,1.75,3.0,,,,,,,,,,,
Control,4,False,False,16,6,,17.75,0.5,3.0,,0.5,,,,,,,,,,,,,
Control,4,False,False,17,0,,1.3333333333333333,0.5,0.5,,,,25.0,,,,,,,,,,,
Control,4,False,False,17,3,0.5,5.25,0.5,,,0.5,0.5,4.0,,,,,,,,,,,
Control,4,False,False,18,0,,9.125,1.0,0.5,,,0.5,1.75,,0.5,,,,,,,,,
Control,4,False,False,18,3,,17.75,1.3333333333333333,0.5,0.5,0.5,3.0,3.0,,0.5,,,,,,,,,
Control,4,False,False,18,6,,12.75,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,,,,,,,,,
Control,4,False,False,19,0,,8.666666666666666,0.5,0.5,,0.5,,3.0,,,,,,,,,,,
Control,4,False,False,19,3,,19.0,1.2142857142857142,0.5,,3.0,0.5,1.75,,,,,,,,,,,
Control,4,False,False,19,6,,15.333333333333334,0.5,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Control,4,False,False,20,0,,0.5,0.5,0.5,,3.0,0.5,7.5,,,,,,,,,,,
Control,4,False,False,20,3,,14.0,1.0,0.5,,1.75,3.0,4.0,,,,,,,,,,,
Control,4,False,False,20,6,,6.166666666666667,0.5,0.5,,1.3333333333333333,0.5,0.5,,,,,,,,0.5,,,
Control,4,False,False,21,0,,9.9,0.5,7.5,,,0.5,0.5,,,,,0.5,,,,,,
Control,4,False,False,21,3,0.5,0.5,1.75,3.0,,1.75,3.0,0.5,,,,,,,,,,,
Control,4,False,False,21,6,,12.0,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,22,0,,5.428571428571429,0.9166666666666666,,0.5,0.5,0.5,7.5,,,,,,,,,,,
Control,4,False,False,22,3,,9.75,0.9166666666666666,0.5,3.0,1.75,,3.0,,,,,,,,,,,
Control,4,False,False,22,6,,8.666666666666666,0.5,0.5,0.5,0.5,0.5,3.0,,,,,,,,,,,
Control,4,False,False,23,0,,2.8333333333333335,0.5,0.5,,0.5,,25.0,,,,,0.5,,,,,,
Control,4,False,False,23,3,,4.75,1.125,0.5,,0.5,0.5,4.0,,,,,0.5,,,,,,
Control,4,False,False,23,6,,15.0,0.5,,,0.5,,0.5,,,,,0.5,,,,,,
Control,4,False,False,24,0,,7.75,0.5,,0.5,0.5,,0.5,,,,,,,0.5,,,,
Control,4,False,False,24,3,,9.5,0.5,,,1.3333333333333333,,3.0,,,,,,,0.5,,,,
Control,4,False,False,24,6,,7.75,0.5,,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,25,0,3.0,12.0,0.5,25.0,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,25,3,3.0,4.75,1.5,7.5,,1.75,,0.5,,,,,,,,,,,
Control,4,False,False,25,6,,8.666666666666666,0.5,0.5,,1.0,,0.5,,,,,,,,,,,
Control,4,False,False,26,0,0.5,8.666666666666666,0.5,3.0,0.5,0.5,0.5,1.75,,,,,,,,,,,
Control,4,False,False,26,3,3.0,17.75,1.0555555555555556,0.5,,0.5,0.5,3.0,,,,,,,,,,,
Control,4,False,False,26,6,,12.0,0.5,3.0,0.5,0.5,,3.0,,,,,,,,,,,
Control,4,False,False,27,0,,11.4,0.5,3.0,,0.5,0.5,0.5,,,,,,,,,,,
Control,4,False,False,27,3,,9.4,1.125,0.5,,0.5,0.5,0.5,,,,,,,,,,,
Control,4,False,False,27,6,,7.4,0.5,,0.5,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,28,0,,3.4,,0.5,,,0.5,0.5,,,,,,,,,,,
Control,4,False,False,28,3,,12.75,0.5,0.5,,0.5,3.0,0.5,,,,,,,,,,,
Control,4,False,False,28,6,,25.0,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,29,0,,6.625,0.5,0.5,0.5,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,29,3,,3.0,1.5714285714285714,,0.5,0.5,3.0,3.0,,,,,,,,,,,
Control,4,False,False,29,6,,22.75,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Control,4,False,False,30,0,,5.333333333333333,0.5,0.5,,,,25.0,,,,,,,,,,,
Control,4,False,False,30,3,,4.75,0.9166666666666666,0.5,,0.5,15.0,0.5,,,,,,,,,,,
Control,4,False,False,30,6,,12.75,0.5,0.5,,0.5,,1.75,,,,,,,,,,,
Control,4,False,False,31,0,0.5,12.0,0.5,3.0,0.5,0.5,0.5,0.5,,,,,0.5,,,,,,
Control,4,False,False,31,3,,9.75,0.5,3.0,,1.125,,0.5,,,,,,,,,,,
Control,4,False,False,31,6,,27.75,0.5,0.5,,0.5,0.5,,,,,,,,,,,,
Control,4,False,False,32,0,0.5,11.625,0.5,0.5,1.75,0.5,0.5,0.5,,,,,,,,,,,
Control,4,False,False,32,6,,0.5,0.5,3.0,0.5,0.5,,0.5,,,,,,,,,,,
Control,6,False,False,1,0,,15.333333333333334,0.5,25.0,0.5,9.125,0.5,1.75,,,,,,,0.5,,,,
Control,6,False,False,1,3,0.5,12.75,0.5,7.5,0.5,0.5,,2.8333333333333335,,0.5,,,,,,,,,
Control,6,False,False,1,6,,35.0,0.5,1.75,0.5,0.5,0.5,3.0,,,,,,,3.0,,,,
Control,6,False,False,2,0,0.5,8.666666666666666,0.9166666666666666,15.0,0.5,4.125,,1.3333333333333333,,,,,,,0.5,,,,
Control,6,False,False,2,3,0.5,12.75,1.125,15.0,0.5,1.75,,0.5,,0.5,,0.5,,,3.0,,,,
Control,6,False,False,2,6,0.5,45.0,1.125,0.5,,1.3333333333333333,0.5,1.75,,,,,,,3.0,,,,
Control,6,False,False,3,0,3.0,37.75,0.5,15.0,0.5,12.75,,,,,,,0.5,,3.0,,,,
Control,6,False,False,3,3,0.5,32.75,0.5,7.5,0.5,3.0,,0.5,,,,0.5,,,3.0,,,,
Control,6,False,False,3,6,0.5,25.333333333333332,1.0,1.75,,0.5,0.5,0.5,,,,,0.5,,,,,,
Control,6,False,False,4,0,0.5,25.333333333333332,0.5,15.0,7.75,7.75,0.5,,,,,,,,7.5,,,,
Control,6,False,False,4,3,0.5,36.25,1.0,3.0,3.0,3.6666666666666665,,0.5,,,,0.5,,,7.5,,,,
Control,6,False,False,4,6,,75.0,1.5,0.5,0.5,0.5,0.5,0.5,,,,,,,3.0,,,,
Control,6,False,False,5,0,0.5,12.75,0.8571428571428571,25.0,5.25,0.5,0.5,4.0,,,,,3.0,,7.5,,,,
Control,6,False,False,5,3,,7.75,2.1666666666666665,7.5,0.5,2.1666666666666665,,0.5,,,,3.0,,,7.5,,,,
Control,6,False,False,5,6,0.5,17.75,0.5,0.5,0.5,0.5,0.5,1.75,0.5,,,,,,25.0,,,,
Control,6,False,False,6,0,,8.666666666666666,1.75,35.0,1.75,0.5,3.0,4.125,,,,,,,3.0,,,,
Control,6,False,False,6,3,0.5,25.0,2.0,3.0,1.75,3.0,,1.75,,,,,,,0.5,,,,
Control,6,False,False,6,6,,12.0,0.5,3.0,0.5,1.125,3.0,0.5,0.5,,,,,,0.5,,,,
Control,6,False,False,7,0,,7.75,0.5,0.5,1.75,0.5,0.5,1.75,,,,,0.5,,3.0,,,,
Control,6,False,False,7,3,,3.0,1.0,3.0,0.5,3.0,3.0,3.0,,0.5,,0.5,0.5,,3.0,,,,
Control,6,False,False,7,6,,7.75,0.7777777777777778,,0.5,0.5,0.5,0.5,,,,,0.5,,3.0,,,,
Control,6,False,False,8,0,,12.0,1.2142857142857142,15.0,3.0,1.75,,7.5,,,,,7.5,,15.0,,,,
Control,6,False,False,8,3,,12.75,2.0,3.0,3.0,1.75,,0.5,,,,,,,7.5,,,,
Control,6,False,False,8,6,0.5,15.333333333333334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.5,,7.5,,,,
Control,6,False,False,9,0,,0.5,0.5,15.0,3.0,14.0,,4.0,,,,,,,0.5,,,,
Control,6,False,False,9,3,0.5,0.5,16.625,3.0,0.5,1.75,,,,,,,0.5,,3.0,,,,
Control,6,False,False,9,6,,32.75,0.5,0.5,0.5,0.5,0.5,,,,,,,,3.0,,,,
Control,6,False,False,10,0,,32.75,0.5,25.0,3.0,7.5,3.0,25.0,,,,,,,3.0,,,,
Control,6,False,False,10,3,,5.333333333333333,1.3333333333333333,25.0,0.5,35.0,,7.5,,,,,,,3.0,,,,
Control,6,False,False,10,6,,6.625,0.5,3.0,0.5,0.5,0.5,3.0,,,,,,,3.0,,,,
Control,6,False,False,11,0,,1.0,0.5,25.0,1.75,1.75,0.5,1.75,,,,,,,3.0,,,,
Control,6,False,False,11,3,,22.75,0.9166666666666666,3.0,0.5,3.0,3.0,0.5,,,,0.5,,,0.5,,,,
Control,6,False,False,11,6,,15.333333333333334,0.5,7.5,,0.5,,1.75,,,,,,,,,,,
Control,6,False,False,12,0,,27.75,0.5,0.5,,0.5,0.5,1.75,,,,,,,3.0,,,,
Control,6,False,False,12,3,,65.0,1.0,0.5,3.0,1.75,,0.5,,,,,,,3.0,,,,
Control,6,False,False,12,6,,27.75,0.5,3.0,,0.5,0.5,0.5,,,,,,,0.5,,,,
Control,6,False,False,13,0,,4.125,0.5,3.0,0.5,0.5,0.5,7.5,,,,,,,,,,,
Control,6,False,False,13,3,,9.5,1.125,3.0,0.5,3.0,,1.75,,,,,3.0,,,,,,
Control,6,False,False,13,6,,25.0,0.5,0.5,3.0,0.5,0.5,3.0,,,,,,,,,,,
Control,6,False,False,14,0,,0.5,0.5,35.0,0.5,4.0,0.5,0.5,,,0.5,,1.75,,,,,,
Control,6,False,False,14,3,,1.75,1.2142857142857142,,3.0,5.25,,2.8333333333333335,,,,,,,,,,,
Control,6,False,False,14,6,,1.75,0.5,1.75,0.5,0.5,,1.75,,,,,,,,,,,
Control,6,False,False,15,0,,2.8333333333333335,0.5,,0.5,0.5,0.5,12.75,,,,,0.5,,,,,,
Control,6,False,False,15,3,,4.0,1.0,3.0,3.0,3.0,3.0,4.0,,,,0.5,0.5,,,,,,
Control,6,False,False,15,6,,6.625,0.5,0.5,0.5,1.3333333333333333,0.5,1.75,,,,,,,,,,,
Control,6,False,False,16,0,,0.5,0.5,3.0,,0.5,,3.0,,,,,0.5,,,,,,
Control,6,False,False,16,3,,,0.5,0.5,0.5,,,0.5,,,,,,,,,,,
Control,6,False,False,16,6,,0.5,0.5,0.5,,0.5,,1.75,,,,,0.5,,,,,,
Control,11,False,False,1,0,,0.5,0.5,0.5,,0.5,0.5,15.0,,,,,,,,,,,
Control,11,False,False,1,3,,0.5,0.8571428571428571,0.5,,0.5,3.0,1.75,,,,,,,,,,,
Control,11,False,False,1,6,,1.75,0.5,0.5,,1.3333333333333333,,7.5,,,,,,,,,,,
Control,11,False,False,2,0,,0.5,0.5,0.5,,4.0,0.5,2.8333333333333335,,,,,0.5,,,,,,
Control,11,False,False,2,3,,0.5,0.7777777777777778,0.5,,3.0,0.5,1.75,,,,,,,,,,,
Control,11,False,False,2,6,,0.5,0.7777777777777778,0.5,,1.75,,0.5,,,,,,,,,,,
Control,11,False,False,3,0,,0.5,0.8571428571428571,3.0,,1.75,3.0,3.0,,,,,,,,,0.5,,
Control,11,False,False,3,3,,,0.8571428571428571,3.0,,7.75,0.5,1.75,,,,,,,,,,,
Control,11,False,False,3,6,,0.5,0.8125,0.5,,1.75,0.5,1.3333333333333333,,,,,,,,,,,
Control,11,False,False,4,0,,0.5,0.8571428571428571,35.0,0.5,1.75,0.5,12.75,,,,,7.5,,,,,,
Control,11,False,False,4,3,,0.5,0.7777777777777778,7.5,,1.75,0.5,1.75,,,,,3.0,,,,,,
Control,11,False,False,4,6,,1.0,0.8571428571428571,3.0,3.0,0.5,0.5,0.5,,,,,,,,,,,
Control,11,False,False,5,0,,0.5,0.5,7.5,,55.0,0.5,12.75,,,,,,,,,,,
Control,11,False,False,5,3,,0.5,0.5,3.0,,35.0,0.5,0.5,,,,,,,,,,,
Control,11,False,False,5,6,,0.5,0.5,0.5,0.5,0.5,,0.5,,,,,,,,,0.5,,
Control,11,False,False,6,0,,0.5,1.3333333333333333,3.0,,1.75,,55.0,,,,,,,,,,,
Control,11,False,False,6,3,,0.5,0.8125,0.5,0.5,3.0,0.5,15.0,,,,,,,,,,,
Control,11,False,False,6,6,,1.125,0.5,0.5,55.0,0.5,,1.3333333333333333,,,,,,,,,,,
Control,11,False,False,7,0,,,0.5,3.0,,75.0,0.5,4.0,,,,,,,,,,,
Control,11,False,False,7,3,,0.5,0.5,3.0,,55.0,0.5,3.0,,,,,,,,,,,
Control,11,False,False,7,6,0.5,,0.5,3.0,0.5,,0.5,1.3333333333333333,,,,,,,,,0.5,,
Control,11,False,False,8,0,,0.5,0.5,15.0,,0.5,3.0,7.75,,,,,,,,,,,
Control,11,False,False,8,3,,0.5,0.5,0.5,,7.5,3.0,1.75,,,,,,,,,,,
Control,11,False,False,8,6,,0.5,0.5,0.5,,1.75,0.5,0.5,,,,,,,,,,,
Control,11,False,False,9,0,,4.125,1.0,3.0,3.0,1.75,,15.0,,,,0.5,0.5,,,,,,
Control,11,False,False,9,3,,8.666666666666666,0.5,0.5,3.0,7.75,,1.75,,,,,0.5,,,,,,
Control,11,False,False,9,6,,8.666666666666666,0.5,0.5,1.75,0.5,,1.75,,,,,0.5,,,,,,
Control,11,False,False,10,0,,0.5,0.9166666666666666,7.5,,0.5,0.5,4.0,,,,0.5,25.0,,,,0.5,,
Control,11,False,False,10,3,,0.5,0.5,3.0,,3.0,0.5,1.75,,,,,7.5,,,,,,
Control,11,False,False,10,6,,0.5,0.5,3.0,3.0,0.5,,0.5,,,,0.5,,,,,,,
Control,11,False,False,11,0,,0.5,1.125,65.0,3.0,3.0,0.5,14.0,,,,0.5,,,,,,,
Control,11,False,False,11,3,,0.5,1.2142857142857142,3.0,3.0,3.0,0.5,0.5,,,,,0.5,,,,,,
Control,11,False,False,11,6,,0.5,0.5,3.0,0.5,0.5,,0.5,,,,0.5,,,,,,,
Control,11,False,False,12,0,,0.5,0.9166666666666666,25.0,3.0,12.75,0.5,17.75,,,,,0.5,,,,,,
Control,11,False,False,12,3,,0.5,1.125,,,,0.5,0.5,,,,,,,,,,,
Control,11,False,False,12,6,,0.5,0.5,7.5,0.5,0.5,,1.75,,,,,,,,,,,
Control,11,False,False,13,0,,25.0,0.5,7.5,,7.75,0.5,6.625,,,,,,,,,,,
Control,11,False,False,13,3,,12.75,0.8125,0.5,,3.0,0.5,0.5,,,,,,,,,,,
Control,11,False,False,13,6,,7.4,0.5,0.5,,0.5,,0.5,,,,,,,,,,,
Control,11,False,False,14,0,,4.125,0.5,,,1.3333333333333333,0.5,0.5,,,,,,,,,,,
Control,11,False,False,14,3,,7.75,0.8571428571428571,0.5,0.5,3.0,3.0,1.75,,,,,,,,,,,
Control,11,False,False,14,6,,12.75,0.5,0.5,0.5,0.5,,1.75,,,,,,,,,,,
Control,11,False,False,15,0,,0.5,0.8571428571428571,7.5,,1.75,0.5,12.75,,,,,,,,,0.5,,
Control,11,False,False,15,3,,,0.5,0.5,,3.0,0.5,1.75,,,,,,,,,,,
Control,11,False,False,15,6,,17.75,0.5,1.75,,0.5,,1.125,,,,,,,,,,,
Control,11,False,False,16,0,,17.75,0.5,0.5,0.5,0.5,,,,,,,0.5,,,,,,
Control,11,False,False,16,3,,12.833333333333334,0.8125,0.5,0.5,0.5,3.0,1.3333333333333333,,,,,,,,,,,
Control,11,False,False,16,6,,21.0,1.2142857142857142,0.5,3.0,0.5,0.5,0.5,,,,,,,,,,,
Control,11,False,False,17,0,,0.5,0.5,3.0,,12.0,,4.0,,,,,45.0,,,,0.5,,
Control,11,False,False,17,3,,3.0,0.5,0.5,0.5,35.0,,0.5,,,,,3.0,,,,,,
Control,11,False,False,17,6,,0.5,0.5,3.0,0.5,0.5,,1.125,,,,,3.0,,,,,,
Control,11,False,False,18,0,,0.5,0.5,15.0,,21.625,,2.8333333333333335,,,,,0.5,,,,,,
Control,11,False,False,18,3,,0.5,0.9545454545454546,7.5,,17.75,3.0,1.125,,,,,,,,,,,
Control,11,False,False,18,6,0.5,0.5,1.125,3.0,,0.5,,0.5,,,,0.5,,,,,,,
