Tree Number,Plot,Treatment,Large,Alive at year 6,DBH year 0,DBH year 6,Class year 0,Class year 6,Hollows Class 1 year 0,Hollows Class 2 year 0,Hollows Class 3 year 0,Hollows Class 1 year 6,Hollows Class 2 year 6,Hollows Class 3 year 6
36,1,T1: Gap,Yes,Yes,41.5,40.5,5,5,0,0.0,1.0,0,,
37,1,T1: Gap,Yes,Yes,38.3,41.1,4,5,0,0.0,0.0,0,,
38,1,T1: Gap,Yes,Yes,38.0,38.2,4,4,0,0.0,0.0,0,,
39,1,T1: Gap,Yes,Yes,38.5,41.3,4,5,0,0.0,0.0,0,,
40,1,T1: Gap,Yes,Yes,40.2,41.8,5,5,0,0.0,0.0,0,,
501,1,T1: Gap,No,Yes,26.5,30.6,3,4,,,,0,,
502,1,T1: Gap,No,Yes,27.9,28.9,3,3,,,,0,,
503,1,T1: Gap,No,Yes,22.0,24.0,3,3,,,,0,,
504,1,T1: Gap,No,Yes,28.3,31.1,3,4,,,,0,,
508,1,T1: Gap,No,Yes,27.1,28.3,3,3,,,,0,,
509,1,T1: Gap,No,Yes,21.5,21.8,3,3,,,,0,,
513,1,T1: Gap,No,Yes,26.0,26.5,3,3,,,,0,,
514,1,T1: Gap,No,Yes,27.5,28.2,3,3,,,,0,,
515,1,T1: Gap,No,Yes,28.8,29.3,3,3,,,,0,,
519,1,T1: Gap,No,Yes,24.2,24.6,3,3,,,,0,,
505,1,T1: Gap,No,Yes,30.5,33.0,4,4,0,0.0,0.0,0,,
506,1,T1: Gap,No,Yes,32.1,33.6,4,4,0,0.0,0.0,0,,
507,1,T1: Gap,No,Yes,33.0,34.2,4,4,0,0.0,0.0,0,,
510,1,T1: Gap,No,Yes,31.4,33.4,4,4,0,0.0,0.0,0,,
511,1,T1: Gap,No,Yes,34.8,36.6,4,4,0,0.0,0.0,0,,
512,1,T1: Gap,No,Yes,33.7,35.5,4,4,0,0.0,0.0,0,,
516,1,T1: Gap,No,Yes,31.6,32.3,4,4,0,1.0,0.0,Yes ,,
517,1,T1: Gap,No,Yes,37.2,39.2,4,4,0,0.0,0.0,0,,
518,1,T1: Gap,No,Yes,33.5,35.2,4,4,0,0.0,0.0,0,,
520,1,T1: Gap,No,Yes,33.7,34.4,4,4,0,0.0,0.0,0,,
321,10,T1: Gap,No,Yes,25.0,26.5,3,3,,,,0.0,0.0,0.0
322,10,T1: Gap,No,Yes,29.0,32.8,3,4,,,,0.0,0.0,0.0
323,10,T1: Gap,No,Yes,23.4,26.3,3,3,,,,0.0,0.0,0.0
324,10,T1: Gap,No,Yes,23.9,25.4,3,3,,,,0.0,0.0,0.0
325,10,T1: Gap,No,Yes,26.2,28.0,3,3,,,,0.0,0.0,0.0
326,10,T1: Gap,No,Yes,22.1,23.2,3,3,,,,0.0,0.0,0.0
331,10,T1: Gap,No,Yes,21.5,23.6,3,3,,,,0.0,0.0,0.0
333,10,T1: Gap,No,Yes,20.1,21.3,3,3,,,,0.0,0.0,0.0
335,10,T1: Gap,No,Yes,29.2,31.2,3,4,0.0,0.0,0.0,0.0,0.0,0.0
338,10,T1: Gap,No,Yes,28.6,30.2,3,4,,,,0.0,0.0,0.0
327,10,T1: Gap,No,Yes,31.2,32.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
328,10,T1: Gap,No,Yes,31.0,32.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
329,10,T1: Gap,No,Yes,31.7,35.1,4,4,3.0,0.0,0.0,0.0,0.0,0.0
330,10,T1: Gap,No,Yes,33.0,35.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
332,10,T1: Gap,No,Yes,31.1,32.7,4,4,0.0,0.0,0.0,0.0,0.0,0.0
334,10,T1: Gap,No,Yes,32.2,33.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
336,10,T1: Gap,No,Yes,32.0,35.2,4,4,,,,0.0,0.0,0.0
337,10,T1: Gap,No,Yes,31.1,34.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
339,10,T1: Gap,No,Yes,36.2,41.4,4,5,0.0,0.0,0.0,0.0,0.0,0.0
340,10,T1: Gap,No,Yes,34.5,36.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
20,10,T1: Gap,Yes,Yes,36.0,41.6,4,5,0.0,0.0,0.0,0.0,0.0,0.0
19,10,T1: Gap,Yes,Yes,43.0,45.9,5,5,0.0,0.0,0.0,0.0,0.0,0.0
13,10,T1: Gap,Yes,Yes,42.0,42.5,5,5,0.0,0.0,0.0,0.0,0.0,0.0
14,10,T1: Gap,Yes,Yes,42.0,41.4,5,5,0.0,0.0,0.0,0.0,0.0,0.0
7,10,T1: Gap,Yes,Yes,36.0,38.6,4,4,0.0,0.0,0.0,0.0,0.0,0.0
12,10,T1: Gap,Yes,Yes,36.0,36.2,4,4,0.0,0.0,0.0,0.0,0.0,0.0
15,10,T1: Gap,Yes,Yes,35.0,36.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
16,10,T1: Gap,Yes,Yes,39.0,39.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
9,10,T1: Gap,Yes,Yes,41.0,42.6,5,5,0.0,0.0,0.0,0.0,0.0,0.0
4,10,T1: Gap,Yes,Yes,35.0,37.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
974,10,T1: Gap,Yes,Yes,43.0,47.6,5,5,0.0,0.0,0.0,0.0,0.0,0.0
2,10,T1: Gap,Yes,Yes,38.0,40.3,4,5,0.0,0.0,0.0,0.0,0.0,0.0
3,10,T1: Gap,Yes,Yes,35.0,36.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
5,10,T1: Gap,Yes,Yes,35.0,37.6,4,4,0.0,0.0,0.0,0.0,0.0,0.0
6,10,T1: Gap,Yes,Yes,35.5,39.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
8,10,T1: Gap,Yes,Yes,44.0,44.9,5,5,0.0,0.0,0.0,0.0,0.0,0.0
10,10,T1: Gap,Yes,Yes,44.0,45.7,5,5,0.0,0.0,0.0,0.0,0.0,0.0
977,10,T1: Gap,Yes,Yes,42.0,47.1,5,5,0.0,0.0,0.0,0.0,0.0,0.0
18,10,T1: Gap,Yes,Yes,34.0,37.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
11,10,T1: Gap,Yes,Yes,,37.0,,4,,,,0.0,0.0,0.0
151,6,Control,Yes,Yes,40.0,41.1,4,5,0,0.0,0.0,0,0.0,0.0
152,6,Control,Yes,Yes,39.9,40.8,4,5,0,0.0,0.0,0,0.0,0.0
153,6,Control,Yes,Yes,43.4,44.0,5,5,0,0.0,0.0,0,0.0,0.0
154,6,Control,Yes,Yes,49.6,49.5,5,5,0,0.0,0.0,0,0.0,0.0
155,6,Control,Yes,Yes,50.7,52.6,6,6,0,0.0,0.0,0,0.0,0.0
156,6,Control,Yes,Yes,42.2,43.1,5,5,0,0.0,0.0,,,
157,6,Control,Yes,Yes,48.0,49.5,5,5,0,0.0,0.0,0,0.0,0.0
158,6,Control,Yes,Yes,41.2,42.7,5,5,0,0.0,0.0,0,0.0,0.0
159,6,Control,Yes,Yes,43.5,44.1,5,5,0,0.0,0.0,0,0.0,0.0
160,6,Control,Yes,Yes,52.5,52.7,6,6,0,2.0,3.0,Yes,,
161,6,Control,Yes,Yes,39.8,40.2,4,5,0,0.0,0.0,0,0.0,0.0
162,6,Control,Yes,Yes,48.0,48.7,5,5,0,0.0,0.0,0,0.0,0.0
163,6,Control,Yes,Yes,38.2,39.8,4,4,0,0.0,0.0,0,0.0,0.0
164,6,Control,Yes,Yes,38.5,40.0,4,4,0,0.0,0.0,0,0.0,0.0
935,6,Control,Yes,Yes,39.5,41.9,4,5,0,0.0,0.0,0,0.0,0.0
166,6,Control,Yes,Yes,46.6,47.8,5,5,0,0.0,0.0,0,0.0,0.0
167,6,Control,Yes,Yes,42.6,44.4,5,5,0,0.0,0.0,0,0.0,0.0
168,6,Control,Yes,Yes,45.2,48.0,5,5,0,0.0,0.0,0,0.0,0.0
169,6,Control,Yes,Yes,46.3,49.9,5,5,0,0.0,0.0,0,0.0,0.0
170,6,Control,Yes,Yes,41.8,43.2,5,5,0,0.0,0.0,0,0.0,0.0
483,6,Control,No,Yes,25.5,27.1,3,3,,,,0,0.0,0.0
484,6,Control,No,Yes,22.2,22.5,3,3,,,,0,0.0,0.0
486,6,Control,No,Yes,25.4,25.5,3,3,,,,0,0.0,0.0
487,6,Control,No,Yes,28.0,28.5,3,3,,,,0,0.0,0.0
489,6,Control,No,Yes,25.4,26.2,3,3,,,,0,0.0,0.0
491,6,Control,No,Yes,23.6,24.1,3,3,,,,0,0.0,0.0
492,6,Control,No,Yes,21.9,22.1,3,3,,,,0,0.0,0.0
493,6,Control,No,Yes,23.1,23.8,3,3,,,,0,0.0,0.0
497,6,Control,No,Yes,22.6,22.8,3,3,,,,0,0.0,0.0
499,6,Control,No,Yes,28.3,29.2,3,3,,,,0,0.0,0.0
481,6,Control,No,Yes,36.1,37.0,4,4,0,0.0,0.0,0,0.0,0.0
482,6,Control,No,Yes,32.0,33.7,4,4,0,0.0,0.0,0,0.0,0.0
485,6,Control,No,Yes,35.5,36.7,4,4,0,0.0,0.0,,,
488,6,Control,No,Yes,34.0,35.8,4,4,0,0.0,0.0,0,0.0,0.0
490,6,Control,No,Yes,34.4,35.3,4,4,0,0.0,0.0,,,
494,6,Control,No,Yes,31.1,31.5,4,4,0,0.0,0.0,0,0.0,0.0
495,6,Control,No,Yes,35.3,36.6,4,4,0,0.0,0.0,0,0.0,0.0
496,6,Control,No,Yes,34.7,39.7,4,4,0,0.0,0.0,0,0.0,0.0
498,6,Control,No,Yes,33.5,33.9,4,4,0,0.0,0.0,0,0.0,0.0
500,6,Control,No,Yes,36.8,38.7,4,4,0,0.0,0.0,0,0.0,0.0
218,7,T2: Radial,Yes,Yes,38.2,40.74366543152521,4,5,0.0,0.0,0.0,0.0,0.0,0.0
217,7,T2: Radial,Yes,Yes,44.7,,5,,0.0,0.0,0.0,0.0,0.0,0.0
586,7,T2: Radial,Yes,Yes,36.6,39.470425886790046,4,1,0.0,0.0,0.0,0.0,0.0,0.0
213,7,T2: Radial,Yes,Yes,38.5,42.65352474862795,4,5,0.0,0.0,0.0,0.0,0.0,0.0
216,7,T2: Radial,Yes,Yes,41.4,43.29014452099553,5,5,0.0,0.0,0.0,0.0,0.0,0.0
215,7,T2: Radial,Yes,Yes,44.6,48.38310269993618,5,5,0.0,0.0,0.0,0.0,0.0,0.0
214,7,T2: Radial,Yes,Yes,41.4,44.245074179546904,5,5,0.0,0.0,0.0,0.0,0.0,0.0
219,7,T2: Radial,Yes,Yes,35.4,35.96901713876834,4,4,0.0,0.0,0.0,0.0,0.0,0.0
201,7,T2: Radial,Yes,Yes,39.2,41.38028520389279,4,5,0.0,0.0,0.0,0.0,0.0,0.0
203,7,T2: Radial,Yes,Yes,35.0,41.38028520389279,4,5,0.0,0.0,0.0,0.0,0.0,0.0
204,7,T2: Radial,Yes,Yes,36.6,44.08591923645501,4,5,0.0,0.0,0.0,0.0,0.0,0.0
206,7,T2: Radial,Yes,Yes,40.8,42.33521486244416,5,5,0.0,0.0,1.0,0.0,0.0,0.0
205,7,T2: Radial,Yes,Yes,50.3,56.65915974071474,6,6,0.0,0.0,0.0,0.0,0.0,0.0
584,7,T2: Radial,Yes,Yes,37.6,41.53944014698468,4,5,0.0,0.0,0.0,0.0,0.0,0.0
209,7,T2: Radial,Yes,Yes,35.0,39.311270943698155,4,4,0.0,0.0,0.0,0.0,0.0,0.0
210,7,T2: Radial,Yes,Yes,35.3,42.81267969171985,4,5,0.0,0.0,0.0,0.0,0.0,0.0
208,7,T2: Radial,Yes,Yes,39.2,51.56620156177409,4,6,0.0,0.0,0.0,0.0,0.0,0.0
212,7,T2: Radial,Yes,Yes,53.8,59.84225860255265,6,6,0.0,0.0,0.0,0.0,0.0,0.0
202,7,T2: Radial,Yes,Yes,35.7,39.152116000606256,4,4,0.0,0.0,0.0,0.0,0.0,0.0
421,7,T2: Radial,,Yes,28.6,28.966199642724952,3,3,,,,0.0,0.0,0.0
422,7,T2: Radial,,Yes,24.8,25.783100780887047,3,3,,,,0.0,0.0,0.0
423,7,T2: Radial,,Yes,25.0,26.73803043943842,3,3,,,,0.0,0.0,0.0
425,7,T2: Radial,,Yes,23.5,26.578875496346523,3,3,,,,0.0,0.0,0.0
427,7,T2: Radial,,Yes,28.5,29.921129301276324,3,3,,,,0.0,0.0,0.0
429,7,T2: Radial,,Yes,23.0,24.98732606542757,3,3,,,,0.0,0.0,0.0
432,7,T2: Radial,,Yes,26.4,26.73803043943842,3,3,,,,0.0,0.0,0.0
433,7,T2: Radial,,Yes,24.7,25.942255723978942,3,3,,,,0.0,0.0,0.0
439,7,T2: Radial,,Yes,28.0,31.194368846011486,3,4,,,,0.0,0.0,0.0
440,7,T2: Radial,,Yes,29.2,32.46760839074665,3,4,,,,0.0,0.0,0.0
424,7,T2: Radial,,Yes,31.0,33.58169299238992,4,4,0.0,0.0,0.0,0.0,0.0,0.0
426,7,T2: Radial,,Yes,30.4,31.830988618379067,4,4,0.0,0.0,0.0,0.0,0.0,0.0
428,7,T2: Radial,,Yes,31.9,35.01408748021698,4,4,0.0,0.0,0.0,0.0,0.0,0.0
430,7,T2: Radial,,Yes,38.0,38.515496228238675,4,4,0.0,0.0,0.0,0.0,0.0,0.0
431,7,T2: Radial,,Yes,32.6,35.96901713876834,4,4,0.0,0.0,0.0,0.0,0.0,0.0
434,7,T2: Radial,,Yes,30.9,33.42253804929802,4,4,0.0,0.0,0.0,1.0,0.0,0.0
435,7,T2: Radial,,Yes,32.9,33.74084793548181,4,4,0.0,0.0,0.0,0.0,0.0,0.0
436,7,T2: Radial,,Yes,30.4,33.10422816311423,4,4,0.0,0.0,0.0,0.0,0.0,0.0
437,7,T2: Radial,,Yes,32.0,33.42253804929802,4,4,0.0,0.0,0.0,0.0,0.0,0.0
438,7,T2: Radial,,Yes,31.9,34.69577759403319,4,4,0.0,0.0,0.0,0.0,0.0,0.0
610,11,Control,Yes,Yes,37.0,35.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
612,11,Control,Yes,Yes,36.2,36.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
613,11,Control,Yes,Yes,35.0,33.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
614,11,Control,Yes,Yes,35.2,35.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
112,11,Control,Yes,Yes,34.0,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
115,11,Control,Yes,Yes,33.5,35.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
615,11,Control,Yes,Yes,34.4,35.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
111,11,Control,Yes,Yes,39.6,41.1,4,5,0.0,0.0,0.0,1.0,0.0,0.0
603,11,Control,Yes,Yes,38.0,37.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
602,11,Control,Yes,Yes,34.5,33.2,4,4,0.0,0.0,0.0,0.0,0.0,0.0
604,11,Control,Yes,Yes,33.5,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
605,11,Control,Yes,Yes,33.4,33.6,4,4,0.0,0.0,0.0,0.0,0.0,0.0
606,11,Control,Yes,Yes,38.0,38.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
114,11,Control,Yes,Yes,39.8,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
608,11,Control,Yes,Yes,33.5,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
607,11,Control,Yes,Yes,33.0,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
609,11,Control,Yes,Yes,37.0,38.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
113,11,Control,Yes,Yes,37.0,37.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
601,11,Control,Yes,Yes,36.1,37.2,4,4,0.0,0.0,0.0,0.0,0.0,0.0
441,11,Control,No,Yes,24.9,25.0,3,3,,,,0.0,0.0,0.0
442,11,Control,No,Yes,20.1,20.3,3,3,,,,0.0,0.0,0.0
444,11,Control,No,Yes,22.4,24.2,3,3,,,,0.0,0.0,0.0
448,11,Control,No,Yes,23.8,23.6,3,3,,,,0.0,0.0,0.0
449,11,Control,No,Yes,25.8,26.3,3,3,,,,0.0,0.0,0.0
451,11,Control,No,Yes,26.7,27.7,3,3,,,,0.0,0.0,0.0
452,11,Control,No,Yes,28.5,30.0,3,3,,,,,,
454,11,Control,No,Yes,26.2,26.7,3,3,0.0,0.0,0.0,0.0,0.0,0.0
455,11,Control,No,Yes,28.4,27.8,3,3,,,,0.0,0.0,0.0
457,11,Control,No,Yes,27.2,28.3,3,3,,,,0.0,0.0,0.0
443,11,Control,No,Yes,34.8,35.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
445,11,Control,No,Yes,36.4,38.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
446,11,Control,No,Yes,34.5,34.9,4,4,0.0,0.0,1.0,0.0,0.0,0.0
447,11,Control,No,Yes,31.1,32.2,4,4,0.0,0.0,0.0,0.0,0.0,0.0
450,11,Control,No,Yes,33.3,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
453,11,Control,No,Yes,31.4,33.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
456,11,Control,No,Yes,31.5,33.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
458,11,Control,No,Yes,32.5,32.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
459,11,Control,No,Yes,32.1,33.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
460,11,Control,No,,33.1,33.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
110,11,Control,Yes,Yes,,36.7,,4,,,,0.0,0.0,0.0
