Plot_treatment,Plot_number,Quadrat_fenced,Quadrat_gap,Quadrat_number,Year_monitoring,Climber,Large Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Prostrate or Mat-forming Forb/Herb,Small Non-tufted grass/sedge,Small Tufted grass/sedge,Prostrate Shrub,Tufted Ground Fern,Shrub,Small Forb/Herb,Large Tufted grass/sedge,Small Shrub,Non-tufted Ground Fern,Tiny Tufted grass/sedge,Scrambler,Large Shrub to Medium Tree,Large Non-tufted grass/sedge
Control,2,False,False,4,3,0.05357142857142857,0.3392857142857143,0.26785714285714285,0.13392857142857142,0.14285714285714285,0.008928571428571428,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,4,6,0.010309278350515464,0.7319587628865979,0.09278350515463918,0.061855670103092786,0.0,0.08247422680412371,0.010309278350515464,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,5,0,0.0,0.44654088050314467,0.031446540880503145,0.18867924528301888,0.0,0.012578616352201259,0.0,0.32075471698113206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,5,3,0.011111111111111112,0.6222222222222222,0.1111111111111111,0.06666666666666667,0.0,0.044444444444444446,0.06666666666666667,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,5,6,0.0,0.8275862068965517,0.034482758620689655,0.008620689655172414,0.0,0.06896551724137931,0.05172413793103448,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,6,0,0.006666666666666667,0.06666666666666667,0.04,0.2,0.006666666666666667,0.62,0.006666666666666667,0.04,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,6,3,0.0,0.6256983240223464,0.18994413407821228,0.08379888268156424,0.00558659217877095,0.0893854748603352,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,6,6,0.006289308176100629,0.6981132075471698,0.1320754716981132,0.03773584905660377,0.006289308176100629,0.05660377358490566,0.03773584905660377,0.025157232704402517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,7,0,0.005988023952095809,0.7664670658682635,0.0658682634730539,0.08982035928143713,0.0,0.011976047904191617,0.005988023952095809,0.04790419161676647,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,7,3,0.03428571428571429,0.5885714285714285,0.2342857142857143,0.03428571428571429,0.03428571428571429,0.04,0.03428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,7,6,0.0,0.7724137931034483,0.09655172413793103,0.041379310344827586,0.006896551724137931,0.020689655172413793,0.041379310344827586,0.020689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,8,0,0.0,0.7931034482758621,0.10344827586206896,0.05172413793103448,0.0,0.02586206896551724,0.008620689655172414,0.008620689655172414,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,8,3,0.0,0.725,0.10625,0.0375,0.00625,0.04375,0.0375,0.00625,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,8,6,0.0,0.8115942028985508,0.036231884057971016,0.043478260869565216,0.007246376811594203,0.050724637681159424,0.043478260869565216,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,9,0,0.0051813471502590676,0.5544041450777202,0.015544041450777202,0.15544041450777202,0.0,0.11398963730569948,0.0,0.15544041450777202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,9,3,0.0,0.6363636363636364,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,9,6,0.008,0.888,0.056,0.008,0.008,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,10,0,0.0,0.7653061224489796,0.061224489795918366,0.061224489795918366,0.0,0.04081632653061224,0.01020408163265306,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,10,3,0.0,0.6046511627906976,0.20155038759689922,0.046511627906976744,0.046511627906976744,0.09302325581395349,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,10,6,0.008,0.792,0.12,0.008,0.0,0.064,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,11,0,0.0,0.60625,0.06875,0.1875,0.04375,0.08125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,11,3,0.00546448087431694,0.6721311475409836,0.07103825136612021,0.08196721311475409,0.03825136612021858,0.09289617486338798,0.03278688524590164,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,11,6,0.008333333333333333,0.7583333333333333,0.058333333333333334,0.13333333333333333,0.008333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,12,0,0.0029154518950437317,0.44314868804664725,0.02040816326530612,0.1457725947521866,0.0,0.29737609329446063,0.0,0.08746355685131195,0.0,0.0,0.0,0.0,0.0029154518950437317,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,12,3,0.005025125628140704,0.8140703517587939,0.06030150753768844,0.03015075376884422,0.0,0.08040201005025126,0.005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,12,6,0.0,0.8353658536585366,0.06707317073170732,0.042682926829268296,0.0,0.018292682926829267,0.0,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,13,0,0.0,0.13306451612903225,0.016129032258064516,0.12096774193548387,0.0,0.20161290322580644,0.0,0.5282258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,13,3,0.0,0.4711111111111111,0.06222222222222222,0.2222222222222222,0.0044444444444444444,0.05333333333333334,0.02666666666666667,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,13,6,0.0,0.8529411764705882,0.029411764705882353,0.04411764705882353,0.0,0.058823529411764705,0.007352941176470588,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,14,0,0.0,0.8070175438596491,0.043859649122807015,0.008771929824561403,0.008771929824561403,0.06140350877192982,0.008771929824561403,0.06140350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,14,3,0.0,0.673202614379085,0.1111111111111111,0.0392156862745098,0.0392156862745098,0.0457516339869281,0.006535947712418301,0.0392156862745098,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0392156862745098,0.0,0.0,0.0,0.0
Control,2,False,False,14,6,0.0,0.8508771929824561,0.043859649122807015,0.008771929824561403,0.008771929824561403,0.07017543859649122,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,15,0,0.0,0.4,0.4,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,15,3,0.013333333333333334,0.6,0.10666666666666667,0.013333333333333334,0.08,0.013333333333333334,0.08,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
Control,2,False,False,15,6,0.0,0.7222222222222222,0.09722222222222222,0.08333333333333333,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0
Control,2,False,False,16,0,0.0,0.5625,0.15625,0.03125,0.0,0.0,0.03125,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,2,False,False,16,3,0.0,0.6333333333333333,0.044444444444444446,0.011111111111111112,0.06666666666666667,0.011111111111111112,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
Control,2,False,False,16,6,0.0,0.6666666666666666,0.14583333333333334,0.020833333333333332,0.020833333333333332,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,1,0,0.0055248618784530384,0.7403314917127072,0.03867403314917127,0.08287292817679558,0.08839779005524862,0.03867403314917127,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,1,3,0.022058823529411766,0.6838235294117647,0.1323529411764706,0.003676470588235294,0.025735294117647058,0.10294117647058823,0.007352941176470588,0.022058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,1,6,0.0,0.7401129943502824,0.15254237288135594,0.03954802259887006,0.0,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,2,0,0.0,0.5,0.19696969696969696,0.015151515151515152,0.015151515151515152,0.030303030303030304,0.015151515151515152,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,2,3,0.0,0.6180555555555556,0.20833333333333334,0.013888888888888888,0.041666666666666664,0.027777777777777776,0.006944444444444444,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,2,6,0.012345679012345678,0.8641975308641975,0.037037037037037035,0.037037037037037035,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,3,0,0.0,0.7823529411764706,0.047058823529411764,0.08823529411764706,0.03529411764705882,0.03529411764705882,0.0058823529411764705,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,3,3,0.0036363636363636364,0.7418181818181818,0.06181818181818182,0.0036363636363636364,0.02181818181818182,0.12,0.02181818181818182,0.025454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,3,6,0.0,0.8783783783783784,0.060810810810810814,0.006756756756756757,0.0,0.013513513513513514,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,4,0,0.0,0.6463414634146342,0.07317073170731707,0.0,0.0,0.1951219512195122,0.012195121951219513,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,4,3,0.0055248618784530384,0.7016574585635359,0.08839779005524862,0.03867403314917127,0.0,0.09944751381215469,0.0055248618784530384,0.049723756906077346,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,4,6,0.0,0.5986842105263158,0.3618421052631579,0.006578947368421052,0.0,0.019736842105263157,0.006578947368421052,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,5,0,0.007352941176470588,0.6985294117647058,0.125,0.007352941176470588,0.11764705882352941,0.014705882352941176,0.007352941176470588,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0
Control,4,False,False,5,3,0.030973451327433628,0.7256637168141593,0.1415929203539823,0.0,0.02654867256637168,0.030973451327433628,0.004424778761061947,0.030973451327433628,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0,0.0
Control,4,False,False,5,6,0.008064516129032258,0.8951612903225806,0.06451612903225806,0.008064516129032258,0.0,0.016129032258064516,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,6,0,0.0,0.8454545454545455,0.045454545454545456,0.00909090909090909,0.05454545454545454,0.01818181818181818,0.00909090909090909,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0
Control,4,False,False,6,3,0.005847953216374269,0.6198830409356725,0.15204678362573099,0.03508771929824561,0.03508771929824561,0.07602339181286549,0.04093567251461988,0.023391812865497075,0.0,0.0,0.0,0.0,0.0,0.0,0.011695906432748537,0.0,0.0,0.0,0.0
Control,4,False,False,6,6,0.0,0.8947368421052632,0.023391812865497075,0.0,0.0,0.04093567251461988,0.005847953216374269,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,7,0,0.0,0.94,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,7,3,0.0034129692832764505,0.6006825938566553,0.06484641638225255,0.19112627986348124,0.023890784982935155,0.06484641638225255,0.040955631399317405,0.006825938566552901,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,7,6,0.0,0.889763779527559,0.031496062992125984,0.007874015748031496,0.0,0.015748031496062992,0.047244094488188976,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,8,0,0.008771929824561403,0.8157894736842105,0.03508771929824561,0.008771929824561403,0.05263157894736842,0.017543859649122806,0.008771929824561403,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,8,3,0.0,0.7596899224806202,0.06201550387596899,0.007751937984496124,0.046511627906976744,0.05426356589147287,0.046511627906976744,0.015503875968992248,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0
Control,4,False,False,8,6,0.0,0.9333333333333333,0.016666666666666666,0.016666666666666666,0.0,0.025,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,9,0,0.0,0.8688524590163934,0.01639344262295082,0.0,0.09836065573770492,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,9,3,0.006535947712418301,0.673202614379085,0.13725490196078433,0.0457516339869281,0.0392156862745098,0.05228758169934641,0.006535947712418301,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,9,6,0.0,0.0625,0.375,0.0625,0.0,0.0625,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,10,0,0.0,0.8307692307692308,0.07692307692307693,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,10,3,0.0,0.463768115942029,0.07246376811594203,0.2463768115942029,0.00966183574879227,0.10628019323671498,0.057971014492753624,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,10,6,0.009615384615384616,0.8653846153846154,0.028846153846153848,0.009615384615384616,0.0,0.0673076923076923,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,11,0,0.022222222222222223,0.8111111111111111,0.06666666666666667,0.011111111111111112,0.06666666666666667,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,11,3,0.0,0.6323529411764706,0.09313725490196079,0.03431372549019608,0.029411764705882353,0.15196078431372548,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,11,6,0.0,0.8833333333333333,0.05,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,12,0,0.0,0.9,0.025,0.0125,0.0125,0.0125,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0
Control,4,False,False,12,3,0.005747126436781609,0.5977011494252874,0.13218390804597702,0.06896551724137931,0.0,0.017241379310344827,0.08620689655172414,0.017241379310344827,0.0,0.034482758620689655,0.0,0.005747126436781609,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
Control,4,False,False,12,6,0.0,0.09090909090909091,0.36363636363636365,0.045454545454545456,0.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0
Control,4,False,False,13,0,0.0,0.8461538461538461,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
Control,4,False,False,13,3,0.025,0.725,0.05416666666666667,0.004166666666666667,0.025,0.058333333333333334,0.029166666666666667,0.05416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
Control,4,False,False,13,6,0.0,0.08823529411764706,0.7794117647058824,0.014705882352941176,0.0,0.08823529411764706,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,14,0,0.0,0.7674418604651163,0.09302325581395349,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,14,3,0.024896265560165973,0.5933609958506224,0.12448132780082988,0.06224066390041494,0.0,0.1037344398340249,0.04979253112033195,0.03734439834024896,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,14,6,0.0,0.7352941176470589,0.08823529411764706,0.014705882352941176,0.0,0.029411764705882353,0.014705882352941176,0.029411764705882353,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,15,0,0.0,0.9230769230769231,0.013986013986013986,0.006993006993006993,0.013986013986013986,0.02097902097902098,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0
Control,4,False,False,15,3,0.0,0.8280254777070064,0.025477707006369428,0.012738853503184714,0.012738853503184714,0.07006369426751592,0.006369426751592357,0.006369426751592357,0.0,0.0,0.0,0.0,0.0,0.0,0.03821656050955414,0.0,0.0,0.0,0.0
Control,4,False,False,15,6,0.0,0.9290780141843972,0.028368794326241134,0.014184397163120567,0.0070921985815602835,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0
Control,4,False,False,16,0,0.0,0.796875,0.0625,0.015625,0.0,0.03125,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,16,3,0.006756756756756757,0.5,0.18243243243243243,0.0472972972972973,0.0,0.13513513513513514,0.0472972972972973,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,16,6,0.0,0.8554216867469879,0.04819277108433735,0.07228915662650602,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,17,0,0.0,0.13114754098360656,0.03278688524590164,0.01639344262295082,0.0,0.0,0.0,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,17,3,0.023255813953488372,0.4883720930232558,0.046511627906976744,0.0,0.0,0.046511627906976744,0.023255813953488372,0.37209302325581395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,17,6,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,18,0,0.0,0.7849462365591398,0.10752688172043011,0.010752688172043012,0.0,0.0,0.010752688172043012,0.07526881720430108,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,18,3,0.0,0.6513761467889908,0.14678899082568808,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.05504587155963303,0.11009174311926606,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,18,6,0.0,0.796875,0.09375,0.015625,0.015625,0.03125,0.015625,0.015625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,19,0,0.0,0.8253968253968254,0.047619047619047616,0.015873015873015872,0.0,0.015873015873015872,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,19,3,0.0,0.7037037037037037,0.1574074074074074,0.009259259259259259,0.0,0.05555555555555555,0.009259259259259259,0.06481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,19,6,0.0,0.92,0.04,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,20,0,0.0,0.10344827586206896,0.10344827586206896,0.034482758620689655,0.0,0.20689655172413793,0.034482758620689655,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,20,3,0.0,0.5833333333333334,0.10416666666666667,0.010416666666666666,0.0,0.07291666666666667,0.0625,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,20,6,0.0,0.7115384615384616,0.057692307692307696,0.019230769230769232,0.0,0.15384615384615385,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0
Control,4,False,False,21,0,0.0,0.8114754098360656,0.040983606557377046,0.12295081967213115,0.0,0.0,0.00819672131147541,0.00819672131147541,0.0,0.0,0.0,0.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,21,3,0.027777777777777776,0.027777777777777776,0.3888888888888889,0.16666666666666666,0.0,0.19444444444444445,0.16666666666666666,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,21,6,0.0,0.8780487804878049,0.08536585365853659,0.012195121951219513,0.0,0.012195121951219513,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,22,0,0.0,0.7238095238095238,0.10476190476190476,0.0,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Control,4,False,False,22,3,0.0,0.7155963302752294,0.10091743119266056,0.009174311926605505,0.05504587155963303,0.06422018348623854,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
