Record ID,Year,Plot,Quadrat,Species Name,Score,Treatment,Fenced,Gap,Life Form,Shade Tolerant,Weed,Abundance
129,3,1,5,Aira spp.,2.0,Gap,False,True,Small Non-tufted grass/sedge,False,True,7.5
132,3,1,5,Daucus glochidiatus,0.5,Gap,False,True,Medium Forb/Herb,False,False,0.5
133,3,1,5,Hydrocotyle spp,1.0,Gap,False,True,Prostrate or Mat-forming Forb/Herb,False,False,3.0
11072,6,1,6,Senecio pinnatifolius,1.0,Gap,False,False,Large Forb/Herb,False,False,3.0
11066,6,1,6,Einadia nutans,0.5,Gap,False,False,Medium Forb/Herb,False,False,0.5
11068,6,1,6,Hydrocotyle spp,1.0,Gap,False,False,Prostrate or Mat-forming Forb/Herb,False,False,3.0
11069,6,1,6,Lomandra longifolia,6.0,Gap,False,False,Large Forb/Herb,True,False,45.0
11064,6,1,6,Cotula australis,0.5,Gap,False,False,Medium Forb/Herb,False,False,0.5
11071,6,1,6,Pteridium esculentum,3.0,Gap,False,False,Non-tufted Ground Fern,False,False,15.0
11065,6,1,6,Crassula sieberiana,1.0,Gap,False,False,Prostrate or Mat-forming Forb/Herb,False,False,3.0
11073,6,1,6,Stellaria spp.,0.5,Gap,False,False,Medium Forb/Herb,True,False,0.5
11074,6,1,6,Tricoryne elatior,0.5,Gap,False,False,Large Forb/Herb,False,False,0.5
11070,6,1,6,Microlaena stipoides,1.0,Gap,False,False,Medium Non-tufted grass/sedge,True,False,3.0
11067,6,1,6,Hydrocotyle foveolata,0.5,Gap,False,False,Medium Forb/Herb,False,False,0.5
11063,6,1,6,Anagallis arvensis,0.5,Gap,False,False,Medium Forb/Herb,False,True,0.5
5882,0,1,6,Hypochaeris spp,0.5,Gap,False,False,Medium Forb/Herb,False,True,0.5
5880,0,1,6,Euchiton spp,0.5,Gap,False,False,Medium Forb/Herb,False,False,0.5
5881,0,1,6,Hydrocotyle spp,0.5,Gap,False,False,Prostrate or Mat-forming Forb/Herb,False,False,0.5
5883,0,1,6,Lomandra longifolia,6.0,Gap,False,False,Large Forb/Herb,True,False,45.0
5884,0,1,6,Microlaena stipoides,1.0,Gap,False,False,Medium Non-tufted grass/sedge,True,False,3.0
5885,0,1,6,Pteridium esculentum,0.5,Gap,False,False,Non-tufted Ground Fern,False,False,0.5
5886,0,1,6,Pterostylis spp,0.5,Gap,False,False,Medium Forb/Herb,True,False,0.5
5887,0,1,6,Sonchus spp,0.5,Gap,False,False,Large Forb/Herb,False,True,0.5
5888,0,1,6,Stellaria spp.,0.5,Gap,False,False,Medium Forb/Herb,True,False,0.5
5872,0,1,6,Arthropodium spp,0.5,Gap,False,False,Large Forb/Herb,False,False,0.5
5879,0,1,6,Dichondra repens,0.5,Gap,False,False,Prostrate or Mat-forming Forb/Herb,True,False,0.5
5873,0,1,6,Rytidosperma spp.,3.0,Gap,False,False,Small Tufted grass/sedge,False,False,15.0
5871,0,1,6,Anagallis arvensis,0.5,Gap,False,False,Medium Forb/Herb,False,True,0.5
5875,0,1,6,Centaurium erythraea,0.5,Gap,False,False,Medium Forb/Herb,False,True,0.5
5878,0,1,6,Cotula australis,0.5,Gap,False,False,Medium Forb/Herb,False,False,0.5
5874,0,1,6,Carex spp,0.5,Gap,False,False,Small Tufted grass/sedge,True,False,0.5
5877,0,1,6,Conyza sumatrensis,0.5,Gap,False,False,Large Forb/Herb,False,True,0.5
