Life Form,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Gap,12,True,True,0.0,2.1666666666666665,0.0,10.944444444444445,14.9,19.88888888888889,0,0,0.0,0.5,0.0,0.0,0.5,2.1666666666666665,5.25,5.2,7.75,4.85,7.722222222222222,12.944444444444445,3.1666666666666665,0.75,7.375,9.6875,0.0,0.0,0.0,0.0,0.0,0.0,3.65,3.8333333333333335,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.75,2.9444444444444446,2.8333333333333335,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,False,0.5,0.0,0.5,44.9,0.0,38.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,5.7,10.4,0.0,1.6,1.5,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.875,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,2.1,0.0,2.0,0,0.0,0.0,0.5,0.0,0.5
Radial,3,False,True,0.5714285714285714,0.0,0.5,35.5,0.0,48.45454545454545,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.6818181818181817,0.0,3.6818181818181817,4.2272727272727275,0.0,1.6111111111111112,6.583333333333333,0.0,1.0,0.5,0.0,0.5,1.75,0.0,3.0,15.227272727272727,0.0,3.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8125,0.0,1.125,0.5,0.0,0.5,11.909090909090908,0.0,1.2727272727272727,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,False,0.0,0.0,0.0,33.833333333333336,36.333333333333336,29.875,0,0,0.0,0.0,0.0,0.0,1.3333333333333333,3.0,0.5,2.625,4.75,2.75,5.375,2.25,1.25,1.0,0.5,1.5,0.5,3.0,1.75,0.0,0.0,0.0,2.625,5.375,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,0.5,0.0,0.0,0.0,10.75,3.0,2.125,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,True,0.5,0.5,0.5,36.958333333333336,39.35,40.54545454545455,0,0,0.0,0.0,0.0,0.0,1.125,0.5,0.5,4.25,3.4166666666666665,3.772727272727273,17.25,15.681818181818182,4.2272727272727275,2.0714285714285716,0.875,0.5,1.75,4.4,0.9166666666666666,0.0,0.5,0.0,4.333333333333333,6.090909090909091,3.0454545454545454,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0454545454545454,0.0,0.0,0.0,7.25,0.6,3.272727272727273,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,False,0.0,0.0,0.0,1.8125,2.125,0.5714285714285714,0,0,0.0,0.0,0.0,0.0,1.9,2.1666666666666665,0.0,3.75,9.875,4.125,0.8571428571428571,3.3333333333333335,1.5,0.5,0.5,16.75,0.0,0.0,0.0,0.5,0.5,0.5,6.0625,4.75,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.5,19.9375,6.9375,1.625,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,True,0.5,0.5,0.0,1.0,1.375,1.1,0,0,0.0,0.0,0.0,0.0,7.375,11.0,3.0,3.2857142857142856,7.6875,3.4375,10.333333333333334,10.375,8.285714285714286,0.5,3.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,3.4375,7.083333333333333,2.0625,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,15.4375,3.375,3.7142857142857144,0,0.0,0.0,0.0,0.0,0.0
Radial,7,True,False,0.0,0.0,0.5,1.4,2.1,0.625,0,0,0.0,0.0,0.0,0.0,3.0,3.0,7.5,3.5,8.1,6.4,5.4,7.25,1.75,0.5,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,8.4,3.875,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.9,5.7,5.3,0,0.0,0.0,0.0,0.0,0.0
Radial,7,True,True,0.0,0.5,0.5,1.4090909090909092,2.7,2.1,0,0,0.0,0.0,0.0,0.0,3.8333333333333335,23.8,7.5,2.3181818181818183,11.954545454545455,2.6818181818181817,2.909090909090909,7.388888888888889,2.9545454545454546,0.0,0.5,29.9,0.0,0.0,0.0,0.5,0.0,0.0,1.85,13.8,1.2222222222222223,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,3.0,11.95,13.863636363636363,4.318181818181818,0,0.0,0.5,0.5,1.3333333333333333,0.5
Radial,9,False,False,0.0,0.0,0.0,4.125,8.75,0.75,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,6.375,7.875,3.875,7.625,2.875,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,10.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.75,1.375,0,0.0,0.0,0.0,0.0,0.0
Radial,9,False,True,0.5,0.0,0.0,2.75,5.625,7.333333333333333,0,0,0.0,0.0,0.0,0.0,4.3,3.0,0.5,6.0,14.208333333333334,2.2916666666666665,9.166666666666666,32.54545454545455,9.863636363636363,25.0,5.5,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,3.0,10.454545454545455,6.0,1.1363636363636365,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.5,5.909090909090909,3.1818181818181817,0,0.0,0.0,3.0,3.0,3.0
Radial,9,True,False,0.5,0.0,0.0,2.5,1.5,2.25,0,0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,6.75,14.5,3.5,30.0,3.0,2.0,0.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,25.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.75,4.25,0,0.0,0.0,0.0,0.0,0.0
Radial,9,True,True,0.5,0.5,0.0,4.6923076923076925,7.25,8.136363636363637,0,0,0.0,0.0,3.0,0.5,3.6666666666666665,7.785714285714286,0.0,5.928571428571429,16.071428571428573,4.785714285714286,8.615384615384615,21.692307692307693,3.8181818181818183,0.0,1.3333333333333333,25.25,0.0,0.0,0.0,0.0,0.0,0.0,4.269230769230769,5.142857142857143,2.3333333333333335,0.0,0.0,0.0,3.0,5.25,0.0,0.5,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,7.321428571428571,10.192307692307692,5.409090909090909,0,3.0,0.0,0.0,0.0,0.0
