Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Control,11,False,False,False,0.0,0.0,0.5,0.9827586206896551,1.05,1.0925925925925926,0,0,0.0,0.0,0.0,0.0,7.0,2.1,0.75,3.03125,4.25,3.5,0.0,0.0,1.0,0.85,1.1363636363636365,4.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.6071428571428571,0.9482758620689655,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.7307692307692307,0.5,0.0,0.5,0.0,11.05,2.65625,0.94,0,0.0,0.0,0.0,0.0,0.0
Control,11,False,False,True,0.5,0.5833333333333334,0.5,13.541666666666666,12.027777777777779,13.941176470588236,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9523809523809523,1.108695652173913,1.2741935483870968,7.854838709677419,1.15,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.925925925925926,6.387096774193548,0.9090909090909091,0.0,0.0,0.0,1.0,10.0,20.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,1.7241379310344827,0,0.0,0.0,0.0,0.0,0.0
Gap,1,False,False,False,0.0,0.0,0.0,1.05,1.45,1.6666666666666667,0,0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,1.75,2.8333333333333335,2.388888888888889,0.0,0.0,0.5,4.083333333333333,0.8571428571428571,0.6428571428571429,0.5,0.8333333333333334,3.6666666666666665,0.0,0.0,0.0,0.5,0.6,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.7857142857142857,0.0,0.0,0.0,3.0625,1.6111111111111112,1.0833333333333333,0,0.0,0.0,0.0,0.0,0.0
Gap,1,False,False,True,0.5,0.0,0.5,31.0,29.0,31.11111111111111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6875,4.5,1.65,1.3125,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7222222222222223,0.8571428571428571,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6428571428571429,0,0.0,0.0,0.0,0.0,0.5
Gap,1,False,True,False,0.0,0.0,0.0,1.25,2.3333333333333335,1.4166666666666667,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.4166666666666665,2.5833333333333335,2.3333333333333335,0.0,0.0,0.0,1.25,3.125,1.1,2.75,1.0,1.0,0.0,0.0,0.0,0.5,1.7,1.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,1.5833333333333333,0.8,0.0,0.0,0.0,5.5,2.25,1.1,0,0.0,0.0,0.0,0.0,0.0
Gap,1,False,True,True,0.5,0.5,0.5,18.5,25.0,33.333333333333336,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.625,0.9166666666666666,0.7,0.875,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,4.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,0,0.0,0.0,0.0,0.0,0.5
Gap,8,False,False,False,0.0,0.0,0.0,2.375,1.625,1.0,0,0,0.0,0.0,0.5,0.0,2.0,0.6666666666666666,0.5,2.125,2.1875,2.0714285714285716,0.0,0.0,0.0,1.3333333333333333,1.1666666666666667,0.9,5.0,1.0,5.0,0.0,0.0,0.0,0.75,0.5,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.0,0.0,1.1875,1.125,0.875,0,0.0,0.0,0.0,0.0,0.0
Gap,8,False,False,True,0.0,0.0,0.0,23.8125,27.5625,30.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7857142857142857,0.9166666666666666,0.75,0.6875,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0714285714285716,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0,0.0,0.0,0.0,0.0,0.0
Gap,8,False,True,False,0.0,0.0,0.0,1.6875,2.0,1.8,0,0,0.0,0.0,0.0,0.0,3.25,2.1666666666666665,0.5,3.25,3.5625,2.0714285714285716,0.0,0.0,0.5,2.0,1.75,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8,1.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.75,0.5,0.0,0.0,0.0,9.1875,4.357142857142857,0.5,0,0.0,0.5,0.0,0.0,0.0
Gap,8,False,True,True,0.5,0.0,0.0,25.714285714285715,18.571428571428573,31.428571428571427,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2142857142857142,2.2857142857142856,6.8125,7.714285714285714,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.75,0,0.0,0.0,0.5,0.5,1.0
Gap,10,False,False,False,0.0,0.0,0.0,0.7,0.8333333333333334,0.9166666666666666,0,0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,1.25,1.6666666666666667,2.1875,0.0,0.5,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.6428571428571429,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5.1,2.7777777777777777,0.625,0,0.0,0.0,0.0,0.0,0.0
Gap,10,False,False,True,0.0,0.0,0.0,3.6666666666666665,3.5,9.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7142857142857143,0.9166666666666666,1.7857142857142858,0.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0,0.0,0.0,0.5,0.5,0.5
Gap,10,False,True,False,0.0,0.5,0.0,0.8,1.5833333333333333,0.75,0,0,0.0,0.0,0.0,0.0,15.25,5.25,0.0,1.9,6.666666666666667,1.5,0.0,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.8,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,5.333333333333333,6.583333333333333,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0
Gap,10,False,True,True,0.0,0.0,0.0,10.333333333333334,13.666666666666666,26.666666666666668,0,0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6,1.375,1.0,0.8,7.333333333333333,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.1666666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0,0.0,0.0,0.5,1.0,0.5
Gap,10,True,False,False,0.0,0.0,0.0,1.125,1.2,0.75,0,0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,1.9,2.9,1.4,0.0,0.0,0.0,0.5,0.5,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,16.2,8.2,2.3333333333333335,0,0.0,0.0,0.0,0.0,0.0
Gap,10,True,False,True,0.0,0.0,0.0,7.166666666666667,9.0,10.666666666666666,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.9,1.8,3.8333333333333335,0.0,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.625,0,0.0,0.0,0.5,0.5,0.75
Gap,10,True,True,False,0.0,0.0,0.0,0.6875,2.6818181818181817,1.0714285714285714,0,0,0.0,0.0,0.0,0.0,0.75,11.25,17.0,1.9545454545454546,4.363636363636363,4.666666666666667,0.0,0.0,0.0,0.0,1.0,11.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.7777777777777778,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,11.136363636363637,4.6,0.9,0,0.0,0.0,0.0,0.0,0.0
Gap,10,True,True,True,0.0,0.0,0.0,2.9375,8.583333333333334,17.285714285714285,0,0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.625,1.5,0.75,1.8333333333333333,11.5,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,4.375,0.5,0.0,0.0,0.0,0.0,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.7857142857142856,0,0.0,0.0,0.5,0.75,0.6666666666666666
Gap,12,False,False,False,0.0,0.0,0.0,0.9375,1.8125,0.7857142857142857,0,0,0.0,0.0,0.0,0.0,2.9166666666666665,1.75,1.0,1.9375,3.375,2.125,0.0,0.0,0.0,0.0,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.6666666666666666,0.5833333333333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.9285714285714286,0.9285714285714286,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,False,False,True,0.0,0.5,0.0,5.5,7.875,14.2,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.3333333333333333,1.1875,0.75,8.3125,2.0714285714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4285714285714286,0,0.0,0.0,0.0,0.0,0.0
Gap,12,False,True,False,0.0,0.0,0.0,1.6428571428571428,1.8125,0.875,0,0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9,2.0,1.9375,5.1875,2.5833333333333335,0.0,0.0,0.0,0.0,0.8,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.7,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,3.5,0.8571428571428571,0.6666666666666666,0,0.75,0.0,0.0,0.0,0.0
Gap,12,False,True,True,0.0,0.5,0.5,1.875,10.125,8.4,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.625,1.0625,1.1,4.214285714285714,6.1875,17.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.8333333333333335,2.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.833333333333333,0,0.0,0.0,0.0,0.0,1.0
Gap,12,True,False,False,0.0,0.0,0.0,1.0,1.5833333333333333,1.0,0,0,1.0,0.0,0.0,0.0,0.5,0.8,1.0,2.6666666666666665,4.416666666666667,2.4166666666666665,0.0,0.0,0.0,0.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4166666666666667,2.8333333333333335,0.8333333333333334,0,0.0,0.0,0.0,0.0,0.0
Gap,12,True,False,True,0.0,0.0,0.0,2.1666666666666665,9.25,17.5,0,0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,4.166666666666667,0.9166666666666666,1.3,17.0,2.9166666666666665,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.375,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,0,0.0,0.0,0.0,0.0,0.0
Gap,12,True,True,False,0.0,0.0,0.0,2.1666666666666665,2.5,1.0833333333333333,0,0,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,3.0,2.25,3.05,3.25,0.0,0.0,0.0,0.75,4.6875,6.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9166666666666666,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.9,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,True,True,True,0.0,0.8333333333333334,0.0,7.714285714285714,9.75,17.25,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.125,0.9444444444444444,5.333333333333333,9.777777777777779,1.7222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0714285714285716,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,False,False,0.0,0.0,0.0,1.5,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.4,0.0,0.0,0.5,0.7,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.8333333333333334,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,False,True,0.5,0.0,0.5,38.0,0.0,32.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,8.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0.0,0.0,0.5,0.0,0.5
Radial,3,False,True,False,0.0,0.0,0.0,1.3636363636363635,0.0,0.75,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.7,0.0,1.6,0.0,0.0,0.0,4.666666666666667,0.0,0.6,0.5,0.0,0.5,0.0,0.0,0.0,0.8,0.0,1.8636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.625,0.5,0.0,0.5,8.590909090909092,0.0,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0
Radial,3,False,True,True,0.5714285714285714,0.0,0.5,29.636363636363637,0.0,42.72727272727273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166666666666665,0.0,1.2727272727272727,2.409090909090909,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,12.35,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,False,False,0.0,0.0,0.0,1.5,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,2.25,1.5,1.875,0.0,0.0,0.5,1.0,0.5,1.5,0.5,1.0,0.75,0.0,0.0,0.0,0.625,2.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,8.125,1.0,0.8333333333333334,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,False,True,0.0,0.0,0.0,26.666666666666668,30.0,25.125,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.6666666666666667,0.875,3.125,1.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,True,False,0.0,0.0,0.0,1.3636363636363635,0.5833333333333334,0.6666666666666666,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.8636363636363638,2.1666666666666665,1.5909090909090908,0.0,0.0,0.7142857142857143,0.9285714285714286,0.875,0.5,0.75,2.6,0.5833333333333334,0.0,0.0,0.0,0.6818181818181818,1.9090909090909092,1.4545454545454546,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0909090909090908,0.0,0.0,0.0,5.166666666666667,0.6,0.7727272727272727,0,0.0,0.0,0.0,0.0,0.0
Radial,5,False,True,True,0.5,0.5,0.5,33.68181818181818,34.0,39.0,0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.5,0.75,0.9,1.0909090909090908,13.958333333333334,13.045454545454545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.090909090909091,1.6,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0714285714285716,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,False,False,0.0,0.0,0.0,1.5625,1.125,0.5714285714285714,0,0,0.0,0.0,0.0,0.0,1.4,0.8333333333333334,0.0,2.3125,4.5,2.25,0.0,0.0,1.0,0.5,0.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,16.0,4.3125,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,1.0,0.6428571428571429,0.5714285714285714,2.1666666666666665,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,5.333333333333333,2.7142857142857144,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,True,False,0.0,0.0,0.0,0.9166666666666666,0.875,0.7,0,0,0.0,0.0,0.0,0.0,5.625,8.25,1.0,1.7857142857142858,3.25,1.3125,0.0,0.0,1.0,0.5,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5,1.2857142857142858,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,11.9375,2.2142857142857144,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0
Radial,7,False,True,True,0.5,0.5,0.0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.9375,0.875,8.666666666666666,8.125,6.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.1666666666666665,0,0.0,0.0,0.0,0.0,0.0
