Treatment,Plot,Quadrat,Fenced,Gap,0,3,6
Control,4,21,False,False,0.7839929218428096,1.8342342284269042,0.7229100566050918
Control,4,22,False,False,1.0722311958380586,1.3096989118689824,1.184923777429406
Control,4,23,False,False,0.8106006598444992,1.4774148798079878,0.525304011384848
Control,4,24,False,False,0.8531903058911254,1.2249729213458957,0.8531903058911254
Control,4,25,False,False,1.029805155031451,1.8832521747044964,1.1849237774294061
Control,4,26,False,False,1.2613568981529446,1.0065102694378192,1.103612605258721
Control,4,27,False,False,0.5638025571168586,0.6469540996693323,0.8357723313694281
Control,4,28,False,False,0.6400360200647092,0.5324740073171617,0.5324740073171617
Control,4,29,False,False,0.6880093851773279,2.140319849821137,0.3996298410835494
Control,4,30,False,False,0.7769988604194731,1.138258760688144,1.063113725560128
Control,4,31,False,False,0.9240089949899462,0.9565232195059117,0.43414164237904385
Control,4,32,False,False,0.6945943773471215,,1.8711604142318066
Control,6,1,False,False,1.354819068105242,1.5126292693917183,1.0839154453946447
Control,6,2,False,False,1.678234497489541,1.4553365034550354,1.093434367157095
Control,6,3,False,False,1.2385269999964585,1.1035845979394492,0.684526231808906
Control,6,4,False,False,1.3161955849405977,1.4558180868949284,0.5530485972682121
Control,6,5,False,False,1.9770512789150863,2.2290904603156454,1.376090571014829
Control,6,6,False,False,1.7854604588854341,2.1406012391659273,1.103612605258721
Control,6,7,False,False,1.6871286029929768,2.2230392103358163,1.8757348629117192
Control,6,8,False,False,2.0833479092110125,1.9690283500477386,1.3707519565269846
Control,6,9,False,False,1.4684586844786243,0.752901574949371,0.6490363590709122
Control,6,10,False,False,1.3633776920110816,1.659428605478302,1.3846778800678101
Control,6,11,False,False,1.5903003996423537,0.9843269085561159,0.984540241435168
Control,6,12,False,False,0.6849755526725059,0.752901574949371,0.5638025571168586
Control,6,13,False,False,1.5375573741926651,1.5090755582756226,0.798881044935807
Control,6,14,False,False,1.2056985311729322,2.144286710058123,2.0176476747097514
Control,6,15,False,False,1.222550402287114,2.0740913511480716,1.37025071614817
Control,6,16,False,False,1.8128014196539852,1.3862943611198906,1.73798344858705
Control,11,1,False,False,1.0472559679279885,2.3786201994102134,1.9319485437990944
Control,11,2,False,False,1.580446106820254,2.02065988387882,2.282174095733918
Control,11,3,False,False,1.8342342284269042,1.2217000468036474,2.02065988387882
Control,11,4,False,False,1.4322923175945887,2.0026119167919845,2.32671299687589
Control,11,5,False,False,1.1486004546723452,0.7062475504613757,2.3025850929940455
Control,11,6,False,False,0.6820331195120616,1.509530827222339,0.9159862312687814
Control,11,7,False,False,0.5443047018217713,0.5198821063590817,2.0206598838788206
Control,11,8,False,False,1.2184511919447931,1.4975148733215795,2.200827649034549
Control,11,9,False,False,1.8758890613123675,1.371501816275917,1.4227912615077245
Control,11,10,False,False,1.2352466415503263,1.7950379676004633,1.920676592017158
Control,11,11,False,False,1.0225422997929865,1.928809007024001,2.668078702217483
Control,11,12,False,False,1.414133995100083,1.0986122886681096,1.7768481776496148
Control,11,13,False,False,1.4210001649440336,0.8677108043792212,1.0978519628480348
Control,11,14,False,False,1.3767614342014212,1.4412823038161195,0.9997456224067811
Control,11,15,False,False,1.0810957073480574,1.4287691203187398,1.2425171438200049
Control,11,16,False,False,0.7229100566050918,1.103612605258721,1.1104900109884077
Control,11,17,False,False,1.4076208554607703,1.1360386659369008,2.3936107384817595
Control,11,18,False,False,0.8498653608431344,1.205698531172932,2.3936107384817595
Control,11,19,False,False,2.193409765664259,1.920676592017158,2.3978952727983707
Control,11,20,False,False,1.614026753973456,1.6641344173738253,1.6584734361341114
Control,11,21,False,False,0.8712632990578861,0.7280589938983009,1.1640234315921414
Control,11,22,False,False,1.5041228177192567,2.0495973003923598,1.5755315054929402
Control,11,23,False,False,1.4774148798079878,2.058822033076618,1.2860998168245923
Control,11,24,False,False,1.5035745908536975,1.5020604702489262,1.9754241096621397
Control,11,25,False,False,1.4409083323289889,1.3199648077380348,0.7229100566050918
Control,11,26,False,False,1.5363000042295516,2.5247261373156884,1.8603824705528056
Control,11,27,False,False,1.3322008724944179,2.2490008419743495,1.4975148733215797
Control,11,28,False,False,0.9121796450179422,1.2974521824145204,1.2074985205147375
Control,11,29,False,False,1.8872585562092503,1.5080463893679226,1.4698912245201143
Control,11,30,False,False,0.8909459531415819,1.9677898062797108,2.70805020110221
Control,11,31,False,False,2.2551692628794053,2.1934097656642586,2.1137191065066485
Control,11,32,False,False,1.5539041268524159,2.189659138205428,1.2208605824356933
Gap,1,1,False,False,1.0268273536739896,1.1762951291264745,1.6819091932481791
Gap,1,2,False,True,1.4154907470676927,1.6669567329731243,1.5460396515799304
Gap,1,3,False,True,1.7000338923508371,1.7519737584381387,1.3521466889883893
Gap,1,4,False,True,0.5984821227433038,1.3733984346014145,0.820378614231552
Gap,1,5,False,True,0.999745622406781,2.000368216710454,1.9170564637726584
Gap,1,6,False,False,1.069946270327638,0.9055377115951533,1.3125300707705472
Gap,1,7,False,False,0.798881044935807,1.4197625838924184,1.6437693787026495
Gap,1,8,False,False,1.3461654461555626,1.560600454494372,1.3006137122382784
Gap,1,9,False,True,1.3919118151240157,1.8014433431607597,1.8888443687928862
Gap,1,10,False,False,1.2721538120132267,1.0653071602637252,1.3304225744005942
Gap,1,11,False,False,1.0447923517434117,1.9284973297833665,1.0065102694378194
Gap,1,12,False,False,0.7214041143797741,0.7214041143797741,1.19707920134589
Gap,1,13,False,True,1.261356898152945,1.1115297827019142,0.9531932703896814
Gap,1,14,False,False,0.97918544473682,0.81461904293948,0.7062475504613758
Gap,1,15,False,False,1.3387986473281552,1.2626860605230226,0.8842913388550518
Gap,1,16,False,False,1.0268273536739896,1.3846778800678101,1.3702507161481703
Gap,8,1,False,False,1.220131366242856,0.5984821227433037,0.5226265766945445
Gap,8,2,False,False,1.8128014196539848,1.8711604142318066,1.928809007024001
Gap,8,3,False,True,1.5606589430157474,2.192240894405084,1.8288139432622557
Gap,8,4,False,True,2.070935255369495,1.8422000039786794,1.332669909792748
Gap,8,5,False,False,1.5441011194486383,1.3299047726478057,1.1651388041816784
Gap,8,6,False,True,0.5491549000970928,1.1567673834181411,1.090786610889619
Gap,8,7,False,False,1.892296660969122,1.6525683948287475,1.4779110752637592
Gap,8,8,False,False,1.4575680297572624,0.9346376601288024,0.6114521402660009
Gap,8,9,False,True,1.3850185276335074,1.7588418339591783,0.5026549573261498
Gap,8,10,False,True,1.4509353040787367,1.857562671120866,1.29751278006203
Gap,8,11,False,True,1.414133995100083,1.1150495564498624,0.6445774993266293
Gap,8,12,False,False,1.3389730265774178,1.3326699097927481,1.556875291246276
Gap,8,13,False,False,0.8692174974831115,1.0639862497691177,0.37848700107038913
Gap,8,14,False,True,1.6638510104783923,1.0065102694378194,1.1626793568228846
Gap,8,15,False,True,1.334415907555205,1.9764664968450898,0.8904040971355144
Gap,8,16,False,False,0.9104589500378273,1.3299047726478057,0.8677108043792212
Gap,10,1,False,False,1.263755626304776,2.2413259522425193,1.8579115315875043
Gap,10,2,True,True,1.1890716419049525,1.0060654764148471,0.9983881460312996
Gap,10,3,False,True,1.029805155031451,1.6703015410349857,0.9565232195059117
Gap,10,4,True,False,1.173110143551765,2.0706932705586256,1.4766668949307973
Gap,10,5,False,False,1.589026915173973,1.3002963060984758,1.6958654450774608
Gap,10,6,True,True,1.1305321769932517,2.2611224205258886,2.1872753017116944
Gap,10,7,False,True,2.2006631885058168,1.7457204908593502,1.29751278006203
Gap,10,8,True,True,1.3002963060984756,2.4858112554716683,1.9630709191298323
Gap,10,9,False,True,0.640036020064709,1.121984467652671,1.695865445077462
Gap,10,10,True,False,0.6114521402660009,0.8531903058911254,1.147034329161588
Gap,10,11,False,True,1.3002963060984758,1.7804375858531332,1.5755315054929404
Gap,10,12,True,True,1.1102008655075588,1.8323017657347944,0.8846933074174529
Gap,10,13,False,False,1.6958654450774615,1.4287691203187398,1.73324767479415
Gap,10,14,True,False,0.7356219397587946,1.7466462783308339,1.6218498168927569
Gap,10,15,False,False,1.595871353024354,1.664134417373825,1.7768481776496148
Gap,10,16,True,True,1.369374519558143,0.9548017529645343,0.9595887887153377
Gap,10,17,False,False,0.9958063511279934,,2.0176476747097514
Gap,10,18,True,False,1.7878094058299627,1.8221044881696584,1.812801419653984
Gap,10,19,False,False,0.9110175397125628,1.1032634988483543,0.4437572842601485
Gap,10,20,True,True,1.370656316873865,1.9339908656624638,0.5324740073171617
Gap,10,21,False,False,1.2275294114572126,2.3025850929940455,0.7356219397587946
Gap,10,22,True,True,0.6695209422202544,1.4142865058736063,1.203322013743355
Gap,10,23,False,False,1.3862943611198906,0.7356219397587946,1.3862943611198906
Gap,10,24,True,True,1.4692086271084144,2.0813641210895257,1.2155358108198655
Gap,10,25,False,True,1.1640234315921414,1.4732788196997526,1.3862943611198906
Gap,10,26,True,True,1.3304684934198283,1.73324767479415,1.3862943611198906
Gap,10,27,False,False,0.8882458114935318,1.5592849533828284,0.21655989397777298
Gap,10,28,True,False,1.0167325677066295,0.9715608638952514,0.6645932978806925
Gap,10,29,False,False,1.4300560223151524,1.625057433080816,1.2275294114572126
Gap,10,30,True,True,1.42876912031874,1.2126835137011165,0.9038991248085275
Gap,10,31,False,True,1.351696333066723,1.9034165632911424,0.5553414826908527
Gap,10,32,True,True,1.1430536773455882,1.4145763385405863,1.932650853959254
Gap,12,1,False,False,1.7731869405075702,2.097552037435514,1.6192637369338887
Gap,12,2,True,True,2.1036606345716615,1.3285224433618776,1.0112307622789536
Gap,12,3,False,True,1.8492399219923012,2.260081395032371,1.8342342284269042
Gap,12,4,True,True,1.4888044532861109,2.0090996830377787,1.4265007493185988
Gap,12,5,False,False,1.523493163908032,2.1219163008786848,2.02065988387882
Gap,12,6,True,True,0.5984821227433038,1.8302121510739386,1.9764664968450898
Gap,12,7,False,True,1.0167325677066295,2.3261417001253215,1.0722311958380586
Gap,12,8,True,False,1.0145848677545828,1.64776576819806,1.6413929541945451
Gap,12,9,False,True,1.3687900282743188,2.1852288638655972,2.1803591371000257
Gap,12,10,True,True,1.8711604142318066,2.0107505208802587,2.2615891345728283
Gap,12,11,False,True,1.7917594692280547,1.7379834485870502,1.0027182645175161
Gap,12,12,True,True,1.688820387265439,1.7951610158005056,1.263755626304776
Gap,12,13,False,False,1.688820387265439,2.1803591371000257,1.73798344858705
Gap,12,14,True,True,1.2859368464178964,0.9536614013663951,1.0375825873520506
Gap,12,15,False,False,1.3002963060984756,2.261122420525888,1.4300560223151524
Gap,12,16,True,True,1.6992029551406969,2.000368216710454,0.8991869595246033
Gap,12,17,False,True,2.0026119167919845,1.3604641285468344,0.38963302375381303
Gap,12,18,True,True,2.113719106506649,1.8730980776098984,0.7708995384626705
Gap,12,19,False,True,1.7768481776496148,2.102272094357987,1.1246482564198885
Gap,12,20,True,True,1.589026915173973,2.2551692628794053,1.695865445077461
Gap,12,21,False,False,2.101330553185626,2.392499832835019,1.6394044592011539
Gap,12,22,True,False,2.1137191065066494,2.3261417001253215,1.6218498168927566
Gap,12,23,False,True,1.0986122886681096,1.867635316713703,1.4287691203187398
Gap,12,24,True,False,1.5958713530243542,2.0413402379907883,2.189659138205428
Gap,12,25,False,True,1.7964106794082992,1.2975127800620303,0.8148992088079774
Gap,12,26,True,False,2.0176476747097514,2.4578712013589454,1.3931957611190893
Gap,12,27,False,False,0.5253040113848477,1.614811087107671,1.625057433080816
Gap,12,28,True,False,1.6217324866359888,1.690287636713159,1.0720659121938272
Gap,12,29,False,False,1.0555300925469555,2.1363680052472964,1.3326699097927484
Gap,12,30,True,False,0.9546829070733578,2.0242698939409784,1.502176789231503
Gap,12,31,False,False,1.3687900282743188,1.063113725560128,0.7964043421213742
Gap,12,32,True,True,1.4996517904351674,1.8978527148305577,1.0758158516320062
Radial,3,1,False,True,1.1930000034332837,,0.5984821227433037
Radial,3,2,False,False,1.2794505039694797,,1.147034329161588
Radial,3,3,False,True,0.9843269085561162,,0.9104589500378271
Radial,3,4,False,True,1.3326699097927481,,0.741425630479122
Radial,3,5,False,True,1.3715499012620962,,0.7602400253400186
Radial,3,6,False,True,1.4439418412876193,,1.2317431233635392
Radial,3,7,False,False,1.1714087903129011,,0.9008077398345934
Radial,3,8,False,False,0.6206319322618703,,0.8814699221159668
Radial,3,9,False,True,1.4400989369613622,,0.7622637104920362
Radial,3,10,False,True,1.2399920940510798,,1.2049015122223863
Radial,3,11,False,True,1.3743713881934334,,0.43414164237904385
Radial,3,12,False,False,0.9055377115951534,,0.8677108043792213
Radial,3,13,False,True,0.9470868978525981,,0.269014632644879
Radial,3,14,False,True,1.4479392714236117,,0.648675593179627
Radial,3,15,False,False,1.0621713972856055,,1.2877483602947766
Radial,3,16,False,True,1.4122353718284473,,1.5606004544943723
Radial,5,1,False,False,0.8174133299159227,0.819502431092353,0.8357723313694281
Radial,5,2,False,False,0.7624212779049391,1.1691879244701404,1.4227912615077243
Radial,5,3,False,True,2.20082764903455,1.1443996088189714,0.7969806327315815
Radial,5,4,False,True,0.820378614231552,0.7985524067921741,0.802847726617413
Radial,5,5,False,True,1.1697491364333847,1.136370875057466,1.063113725560128
Radial,5,6,False,False,1.0810957073480574,1.4205719259467045,2.1137191065066494
Radial,5,7,False,True,0.9925623425307304,0.9002265010848504,1.6140267539734559
Radial,5,8,False,True,1.7357416567377781,1.5493198923654863,0.9008077398345934
Radial,5,9,False,False,1.3461654461555628,1.5227567091417962,0.8736511307120021
Radial,5,10,False,True,1.1595288584453138,1.3344482279495282,1.903383983518866
Radial,5,11,False,True,1.084391220995637,1.0533078803067009,0.9227025237264981
Radial,5,12,False,True,1.3413543601158096,-0.0,
Radial,5,13,False,True,1.3007670815618346,0.7885906098882198,1.1398389577043797
Radial,5,14,False,True,1.5104142270041907,0.6049583974865769,1.5548829433668918
Radial,5,15,False,True,0.745656186235806,0.8004393764224942,1.2049015122223863
Radial,5,16,False,True,1.0526174055480642,0.6707352135148951,0.5881725091374677
Radial,7,1,False,False,1.4794281254138903,1.8420360904980289,2.1013305531856257
Radial,7,2,True,True,1.945910149055313,0.4437572842601485,2.127998191585576
Radial,7,3,False,True,1.6094379124341005,1.7198908054464348,1.2275294114572126
Radial,7,4,True,True,1.6958654450774615,1.971711455862675,1.568441954012883
Radial,7,5,False,False,1.8711604142318066,1.8676353167137028,1.9913464134109882
Radial,7,6,True,False,1.8814633310133058,2.0245522635606497,1.138258760688144
Radial,7,7,False,True,0.9626823529181373,2.255169262879405,1.7804375858531334
Radial,7,8,True,True,0.806504609875222,1.2943611618108009,2.3025850929940455
Radial,7,9,False,False,1.0268273536739896,1.730729767911996,1.73798344858705
Radial,7,10,True,True,1.920676592017158,1.4515321616470473,0.9607334496798067
Radial,7,11,False,False,1.73798344858705,1.695865445077462,0.9646946227273334
Radial,7,12,True,True,0.9313692667245383,1.7196154489944397,1.6094379124341005
Radial,7,13,False,True,1.2822769291021945,1.920676592017158,1.4205719259467042
Radial,7,14,True,True,2.20082764903455,1.615274628247346,1.6926663236818094
Radial,7,15,False,True,1.138538501217846,0.7332054497125482,1.1875011530767097
Radial,7,16,True,False,1.936195884688743,1.8836673548726597,1.7951610158005056
Radial,7,17,False,False,0.4815370199906303,1.7198908054464348,1.4287691203187398
Radial,7,18,True,True,2.0206598838788206,1.4053211850498168,0.6085027274279804
Radial,7,19,False,True,0.806504609875222,1.1102008655075588,0.6541876867976133
Radial,7,20,True,True,1.8128014196539848,1.7466462783308332,0.7091828895032547
Radial,7,21,False,False,1.0414989352342237,2.113560312988576,0.5022327025990051
Radial,7,22,True,False,1.9913464134109882,1.4287691203187398,1.42876912031874
Radial,7,23,False,False,1.1346359373047608,1.687128602992977,2.3978952727983707
Radial,7,24,True,False,1.945910149055313,1.812801419653985,1.7917594692280547
Radial,7,25,False,False,1.4152015333721621,1.6218498168927569,2.1006789212792607
Radial,7,26,True,True,0.6973145924796563,1.2126835137011165,0.6869972086632097
Radial,7,27,False,True,1.3562254485792824,1.4299445624420364,1.4365637645715623
Radial,7,28,True,True,1.8711604142318066,1.5755315054929406,1.7917594692280547
Radial,7,29,False,True,1.4975148733215795,1.940129820457702,1.393195761119089
Radial,7,30,True,True,1.413575467661602,1.647426399976526,0.8233532388791387
Radial,7,31,False,True,1.1159930609072037,1.5158743337556768,1.589026915173973
Radial,7,32,True,False,1.3265662231967907,1.5167699621742043,1.7332476747941499
Radial,9,1,False,False,1.9530972056931444,1.7804375858531336,0.806504609875222
Radial,9,2,True,True,1.857911531587504,2.26507237986863,1.4205719259467042
Radial,9,3,False,True,2.042241566772735,1.3037220601247304,1.496921960277904
Radial,9,4,True,True,1.9319485437990949,2.0495973003923598,0.8993835891815241
Radial,9,5,False,False,1.7740151508055955,1.8386388453660085,1.589026915173973
Radial,9,6,True,True,0.8736511307120022,1.4623175804117785,1.6702981307295277
Radial,9,7,False,True,1.6958654450774613,1.7804375858531332,1.5684419540128833
Radial,9,8,True,True,1.731342914975904,1.3626856450495384,1.2542803451695086
Radial,9,9,False,True,0.9836998531119995,1.2432141802732395,0.640036020064709
Radial,9,10,True,False,1.0145848677545826,1.5580367932262456,1.393195761119089
Radial,9,11,False,True,1.0027182645175161,1.3002963060984754,1.4205719259467042
Radial,9,12,True,True,1.3076913280569584,1.6473261623451831,1.1849237774294064
Radial,9,13,False,True,1.7917594692280547,1.2275294114572128,1.3862943611198906
Radial,9,14,True,False,1.6004170959252373,1.8794880592908716,2.285285131338834
Radial,9,15,False,False,2.1972245773362196,1.625057433080816,1.0027182645175161
Radial,9,16,True,True,2.017647674709752,1.3939383850483416,1.6888203872654388
Radial,9,17,False,False,1.4774148798079882,1.7776379541001552,1.928809007024001
Radial,9,18,True,True,0.9702605380514011,1.3815021795794185,1.4300560223151524
Radial,9,19,False,True,1.7950379676004633,1.4317351960027145,1.9438208856111752
Radial,9,20,True,True,1.4300560223151526,1.8922966609691223,1.4154907470676925
Radial,9,21,False,True,1.087696882827057,1.7770427640244255,1.4975148733215795
Radial,9,22,True,True,1.4996517904351674,1.3737906481042867,1.7804375858531334
Radial,9,23,False,True,1.4575680297572622,2.3671343624348267,2.113719106506649
Radial,9,24,True,True,1.8288139432622552,1.9917047360092677,0.806504609875222
Radial,9,25,False,True,1.0070818851442052,1.2294969430303,1.138258760688144
Radial,9,26,True,True,1.8926620097450155,2.1763806878260006,1.1346359373047608
Radial,9,27,False,True,1.7776379541001548,0.9451438821668389,0.2962381200963148
Radial,9,28,True,True,1.347686842311437,1.6961116944888075,2.1006789212792607
Radial,9,29,False,True,1.8288139432622554,1.6887749372689282,1.5087286069565187
Radial,9,30,True,True,2.193409765664258,0.7568667714600308,0.5800508831129121
Radial,9,31,False,True,1.2345311731784911,0.9722183553931373,1.2660331431996248
Radial,9,32,True,True,1.351696333066723,2.489557859968244,1.121984467652671
