Treatment,Plot Number,Quadrat Number,Fenced,Gap,0,3,6
Control,11,1,False,False,1.308242917096115,2.457871201358946,2.0028001953245487
Control,11,2,False,False,1.9377917695303906,2.3936107384817595,2.3588312796387334
Control,11,3,False,False,2.426394855354095,1.687128602992977,2.3936107384817595
Control,11,4,False,False,1.5775980144080788,2.3924998328350187,2.5609404342969966
Control,11,5,False,False,1.2824201588704536,0.924008994989946,2.5649493574615376
Control,11,6,False,False,0.721404114379774,1.7612052746760836,1.0599850563831925
Control,11,7,False,False,0.6707352135148951,0.8736511307120022,2.358831279638734
Control,11,8,False,False,1.5539041268524159,1.8579115315875037,2.458204432785574
Control,11,9,False,False,1.953097205693144,1.5363000042295516,1.4741246047318048
Control,11,10,False,False,1.6098324927318162,2.127998191585576,2.2006631885058168
Control,11,11,False,False,1.4066087969590442,2.4025285526349993,2.8976680950647618
Control,11,12,False,False,1.6075587718622644,1.7379834485870502,1.9398012029240115
Control,11,13,False,False,1.5703358815745876,1.37025071614817,1.242786243401958
Control,11,14,False,False,1.7822729827115615,1.8926620097450153,1.1248163942152103
Control,11,15,False,False,1.5928721346908234,2.113719106506649,1.4162123802461737
Control,11,16,False,False,0.7799550162465079,1.530308132634141,1.2374556736947053
Control,11,17,False,False,1.457067449016767,1.2280765775583395,2.577781982083662
Control,11,18,False,False,1.0218079664669244,1.7475586041416373,2.577781982083662
Control,11,19,False,False,2.560940434296997,2.3261417001253215,2.3978952727983707
Control,11,20,False,False,2.002611916791984,1.971711455862675,1.894481128633692
Control,11,21,False,False,1.124648256419889,1.496921960277904,1.5480680991926337
Control,11,22,False,False,1.6025754970088526,2.2099355541501,1.5755315054929404
Control,11,23,False,False,1.8550081263779195,2.4538880859383294,1.2860998168245923
Control,11,24,False,False,1.5928721346908237,2.0278181342430366,2.031751919895462
Control,11,25,False,False,1.5570167707014257,1.5328964498474804,1.1808226788215774
Control,11,26,False,False,1.614549061090775,2.706009350379147,1.9398012029240104
Control,11,27,False,False,1.5062875586964553,2.5247261373156884,1.688820387265439
Control,11,28,False,False,1.0741282148965705,1.623182493878313,1.280844624481659
Control,11,29,False,False,2.250329987465584,2.145280851319436,1.6661285382328543
Control,11,30,False,False,0.9294341735121486,2.4025285526349993,2.890371757896165
Control,11,31,False,False,2.6876392038420818,2.5040533780510756,2.282174095733918
Control,11,32,False,False,1.696746638235161,2.5179826809677253,1.4504352981944628
Gap,1,1,False,False,1.3326699097927481,1.3512953941723473,1.765146805990478
Gap,1,2,False,True,1.8054225861006,1.9466360541613148,1.7037523546718922
Gap,1,3,False,True,1.924896626982797,1.9129290334454836,1.4889754256833616
Gap,1,4,False,True,0.6945943773471215,1.5881694853097765,0.9478501650969523
Gap,1,5,False,True,1.533866375704978,2.309630150806068,2.1659038952058447
Gap,1,6,False,False,1.2432899326453268,1.0555300925469557,1.3438285004891768
Gap,1,7,False,False,0.9997456224067812,1.5374555502465408,1.686906770313612
Gap,1,8,False,False,1.4568834663559074,1.99630671208958,1.5733464689697974
Gap,1,9,False,True,1.432457257416522,1.97375106098946,2.0763932405563175
Gap,1,10,False,False,1.354757548413994,1.3733984346014145,1.543874909171338
Gap,1,11,False,False,1.1443996088189716,2.06847275694686,1.2212293420424076
Gap,1,12,False,False,0.7985524067921741,0.7602400253400187,1.4342791106610904
Gap,1,13,False,True,1.37025071614817,1.201201243938807,1.0770041224817049
Gap,1,14,False,False,1.0722311958380586,0.81461904293948,0.7062475504613757
Gap,1,15,False,False,1.4412088695257723,1.5633572557967015,1.129228302662548
Gap,1,16,False,False,1.1470343291615879,1.770706381810817,1.4741246047318053
Gap,8,1,False,False,1.5546674298673502,0.7874697022647829,0.5226265766945445
Gap,8,2,False,False,2.02065988387882,2.113719106506649,2.1013305531856257
Gap,8,3,False,True,1.780844063387003,2.614024662322501,1.954699701565502
Gap,8,4,False,True,2.343109482465918,1.9050856547959159,1.3846778800678101
Gap,8,5,False,False,1.7233405608053813,1.452147639348591,1.3993072253015015
Gap,8,6,False,True,0.8772797432833437,1.487266658476656,1.1432352252661708
Gap,8,7,False,False,2.0310296495247204,1.7823908962457986,1.600845174918871
Gap,8,8,False,False,1.6362205934560743,1.1248163942152105,0.6114521402660009
Gap,8,9,False,True,1.7377355388395705,2.0578703360041715,0.5026549573261498
Gap,8,10,False,True,1.577323293104268,2.111288962528796,1.2975127800620303
Gap,8,11,False,True,1.5414955637282244,1.349761571844262,0.6849755526725059
Gap,8,12,False,False,1.6899312727985143,1.6798894179641983,1.649586133503135
Gap,8,13,False,False,1.138258760688144,1.4327211249181444,0.5047113381705607
Gap,8,14,False,True,1.830011268230664,1.1970792013458904,1.4479115387350472
Gap,8,15,False,True,1.4882415150077126,2.3050724462865055,1.0475786135573981
Gap,8,16,False,False,1.0805419975021178,1.5082308110624456,0.9346376601288024
Gap,10,1,False,False,1.3626856450495386,2.342276330409715,2.0028001953245487
Gap,10,2,True,True,1.3591147016331488,1.2957600029957994,1.0603547681893766
Gap,10,3,False,True,1.029805155031451,1.9814652610416852,1.0065102694378194
Gap,10,4,True,False,1.3265662231967905,2.2996705067603105,1.4766668949307975
Gap,10,5,False,False,2.1006789212792607,1.6394044592011539,1.8128014196539852
Gap,10,6,True,True,1.2212293420424072,2.5040533780510756,2.2996705067603105
Gap,10,7,False,True,2.358831279638734,2.0147302688590982,1.3706563168738652
Gap,10,8,True,True,1.450435298194463,2.6397371073260216,2.0513442760560556
Gap,10,9,False,True,0.640036020064709,1.4319256662162672,1.812801419653985
Gap,10,10,True,False,0.834325391031979,1.0472559679279883,1.38467788006781
Gap,10,11,False,True,1.4504352981944628,2.2395633998680164,1.9921070342788803
Gap,10,12,True,True,1.2446445889704454,2.172531507181623,0.8846933074174529
Gap,10,13,False,False,1.6958654450774613,1.8342342284269042,2.046818583147297
Gap,10,14,True,False,0.7356219397587946,2.0245522635606497,1.8571706121520866
Gap,10,15,False,False,1.6888203872654393,1.8289112252658712,1.8603824705528054
Gap,10,16,True,True,1.5940457042068745,1.4811504717769632,1.0142598910427651
Gap,10,17,False,False,1.1118772109347042,,2.255169262879405
Gap,10,18,True,False,1.943031135875052,2.058822033076618,1.9206765920171578
Gap,10,19,False,False,0.9110175397125628,1.1032634988483543,0.6336632569776564
Gap,10,20,True,True,1.5755315054929402,2.2559450958663207,0.9346376601288023
Gap,10,21,False,False,1.2275294114572126,2.3025850929940455,0.7356219397587946
Gap,10,22,True,True,0.7716006649698262,1.6623746288922658,1.203322013743355
Gap,10,23,False,False,1.6094379124341005,1.0027182645175161,1.3862943611198906
Gap,10,24,True,True,1.5242514186624163,2.081364121089526,1.215535810819866
Gap,10,25,False,True,1.1640234315921414,1.6739871818748815,1.3862943611198906
Gap,10,26,True,True,1.3304684934198285,1.73324767479415,1.3862943611198906
Gap,10,27,False,False,1.0613950435347348,1.6413929541945451,0.21655989397777298
Gap,10,28,True,False,1.1440958154031926,1.0142045688016303,0.7229100566050918
Gap,10,29,False,False,1.4300560223151524,1.73324767479415,1.2275294114572126
Gap,10,30,True,True,1.695865445077461,1.3800049722862453,0.9038991248085275
Gap,10,31,False,True,1.5375573741926651,2.1898730666719053,0.6053891274380531
Gap,10,32,True,True,1.2217000468036474,1.5090755582756232,2.131951744216911
Gap,12,1,False,False,1.943813450163876,2.2776675174971435,1.6192637369338887
Gap,12,2,True,True,2.3282387733727545,1.5795545062793497,1.0112307622789534
Gap,12,3,False,True,1.9593695786567737,2.6036798312602554,1.928809007024001
Gap,12,4,True,True,1.6661285382328546,2.0969646156419817,1.4265007493185988
Gap,12,5,False,False,1.5951061864064222,2.477736093365165,2.02065988387882
Gap,12,6,True,True,0.741425630479122,2.2944890215544786,2.0193351723673865
Gap,12,7,False,True,1.1851851513770673,2.633871763029271,1.1175104182345252
Gap,12,8,True,False,1.1291014547531155,2.005474605212578,1.7198908054464348
Gap,12,9,False,True,1.4365637645715625,2.5968654403788016,2.1803591371000257
Gap,12,10,True,True,2.2008276490345495,2.1896591382054273,2.4263948553540944
Gap,12,11,False,True,1.945910149055313,2.0176476747097514,1.0027182645175161
Gap,12,12,True,True,2.015439647207294,2.052461589203351,1.263755626304776
Gap,12,13,False,False,1.9319485437990949,2.3261417001253215,1.7379834485870502
Gap,12,14,True,True,1.2859368464178964,1.2248795341197956,1.0375825873520506
Gap,12,15,False,False,1.4504352981944628,2.477736093365165,1.614026753973456
Gap,12,16,True,True,1.84738355078685,2.252432133942773,0.8991869595246033
Gap,12,17,False,True,2.1279981915855766,1.4642050992648659,0.4890506128738629
Gap,12,18,True,True,2.282174095733918,2.0519458347269803,0.7708995384626705
Gap,12,19,False,True,1.7768481776496148,2.3453072285768224,1.1723839709748722
Gap,12,20,True,True,1.589026915173973,2.5625354503536792,1.695865445077461
Gap,12,21,False,False,2.1803591371000253,2.532084185770747,1.6394044592011536
Gap,12,22,True,False,2.358831279638734,2.4578712013589454,1.6934609328174741
Gap,12,23,False,True,1.0986122886681096,2.076295931808686,1.4287691203187398
Gap,12,24,True,False,1.7768481776496148,2.189475061175018,2.1896591382054273
Gap,12,25,False,True,1.9677898062797115,1.5755315054929402,0.8148992088079774
Gap,12,26,True,False,2.1803591371000253,2.751351342640356,1.3931957611190893
Gap,12,27,False,False,0.6400360200647092,1.8661760254687705,1.73324767479415
Gap,12,28,True,False,1.7381875325479823,1.6902876367131594,1.0720659121938274
Gap,12,29,False,False,1.2425171438200053,2.2957731403676997,1.3846778800678101
Gap,12,30,True,False,1.087733505910539,2.131100550052118,1.7331992951349833
Gap,12,31,False,False,1.4365637645715625,1.3164558260505281,0.7964043421213742
Gap,12,32,True,True,1.580446106820254,2.076201132745573,1.075815851632006
Radial,3,1,False,True,1.25448394234522,,0.6469540996693323
Radial,3,2,False,False,1.435518817490716,,1.3846778800678101
Radial,3,3,False,True,1.1438705696501388,,0.9467862164378512
Radial,3,4,False,True,1.590300399642354,,0.9531932703896814
Radial,3,5,False,True,1.4894032058248956,,0.798552406792174
Radial,3,6,False,True,1.5666346386727172,,1.3707138799012522
Radial,3,7,False,False,1.3288397941103534,,0.9428926433560427
Radial,3,8,False,False,0.6206319322618703,,0.9173829395337196
Radial,3,9,False,True,1.6314709374508936,,0.8343253910319791
Radial,3,10,False,True,1.5363000042295516,,1.4227912615077243
Radial,3,11,False,True,1.4066103054319117,,0.43414164237904385
Radial,3,12,False,False,1.1507864782892403,,1.2613568981529448
Radial,3,13,False,True,1.0445304008744303,,0.30566279179634426
Radial,3,14,False,True,1.447939271423612,,0.7868358213179298
Radial,3,15,False,False,1.1321724553585681,,1.2877483602947768
Radial,3,16,False,True,1.5472432393464484,,1.5606004544943721
Radial,5,1,False,False,1.1246482564198885,1.3199648077380346,0.9962697736551924
Radial,5,2,False,False,1.2425171438200053,1.27945050396948,1.6213179296550724
Radial,5,3,False,True,2.7888535522534665,1.4381549425824058,0.9322898351823319
Radial,5,4,False,True,1.071396771574246,0.9467862164378511,0.8787804427277589
Radial,5,5,False,True,1.4381549425824056,1.345406437347639,1.474124604731805
Radial,5,6,False,False,1.1903952356215304,1.4205719259467045,2.499499324125194
Radial,5,7,False,True,1.3860210897839018,1.087696882827057,1.9172644628458364
Radial,5,8,False,True,1.9946829163535826,1.637437523323803,0.9428926433560427
Radial,5,9,False,False,1.5628104271517942,1.7073524447618185,0.9104589500378271
Radial,5,10,False,True,1.4815920516005863,1.4070614917423554,2.0722684749380633
Radial,5,11,False,True,1.2924082473116334,1.1291014547531155,1.1050263816951296
Radial,5,12,False,True,1.3631250004139348,1.3862943611198906,
Radial,5,13,False,True,1.4121855840821573,0.9042743714436678,1.3135178081376453
Radial,5,14,False,True,1.7104302197901595,0.7229100566050918,1.686906770313612
Radial,5,15,False,True,0.8106006598444992,0.956523219505912,1.3164558260505288
Radial,5,16,False,True,1.284957527602715,0.7320312734105446,0.7476358085029629
Radial,7,1,False,False,1.7024155284334788,1.88785305439329,2.255169262879405
Radial,7,2,True,True,2.1972245773362196,0.9019590058464766,2.1872753017116944
Radial,7,3,False,True,1.7917594692280547,1.8836673548726597,1.4205719259467045
Radial,7,4,True,True,1.6958654450774613,2.0236156739797737,1.73324767479415
Radial,7,5,False,False,1.9913464134109882,1.945396287061995,1.9913464134109882
Radial,7,6,True,False,1.9665802087267104,2.39895856924248,1.2208605824356933
Radial,7,7,False,True,1.052277278634964,2.5777819820836614,1.7804375858531334
Radial,7,8,True,True,1.1102008655075588,1.3958502034511762,2.3025850929940455
Radial,7,9,False,False,1.0268273536739896,1.9986878250356612,1.9913464134109882
Radial,7,10,True,True,2.113719106506649,1.70911464730987,0.9975496115473373
Radial,7,11,False,False,2.293118601486813,1.920676592017158,0.9646946227273334
Radial,7,12,True,True,1.0261309809628512,1.8780945224323744,1.945910149055313
Radial,7,13,False,True,1.595871353024354,2.499499324125194,1.589026915173973
Radial,7,14,True,True,2.293118601486813,1.8575920492631526,1.6926663236818094
Radial,7,15,False,True,1.2769176414598804,0.984326908556116,1.2717736828788129
Radial,7,16,True,False,2.127998191585576,2.02455226356065,1.7951610158005056
Radial,7,17,False,False,0.7229100566050916,1.9986878250356612,1.812801419653985
Radial,7,18,True,True,2.2006631885058168,1.6957237143165604,0.6505005959504742
Radial,7,19,False,True,0.806504609875222,1.3693745195581433,0.6541876867976132
Radial,7,20,True,True,1.920676592017158,1.8836673548726595,0.7610216818417527
Radial,7,21,False,False,1.1993856691544533,2.5982328353558617,0.5395442045340944
Radial,7,22,True,False,2.1006789212792607,1.6958654450774613,1.42876912031874
Radial,7,23,False,False,1.3471937786680184,1.8014765643130128,2.4849066497880012
Radial,7,24,True,False,1.945910149055313,2.02065988387882,2.0794415416798357
Radial,7,25,False,False,1.7320719195563488,1.6934609328174743,2.1006789212792607
Radial,7,26,True,True,1.0565671902201104,1.5301894872455812,1.054282596188736
Radial,7,27,False,True,1.443248736605983,1.4684586844786243,1.502176789231503
Radial,7,28,True,True,2.2008276490345495,1.819333207152982,1.945910149055313
Radial,7,29,False,True,1.595871353024354,2.134353651824135,1.3931957611190893
Radial,7,30,True,True,1.6008451749188708,1.8514295411841972,0.9531932703896815
Radial,7,31,False,True,1.311027575686729,1.7612864228270486,1.589026915173973
Radial,7,32,True,False,1.5453880907804967,1.6961116944888075,1.8342342284269042
Radial,9,1,False,False,2.2899339509345027,2.129055588449423,1.1102008655075588
Radial,9,2,True,True,1.8579115315875043,2.542585651109797,1.4205719259467042
Radial,9,3,False,True,2.3573723001837563,1.8064065255125448,1.496921960277904
Radial,9,4,True,True,2.0028001953245487,2.2715832910673224,0.8993835891815241
Radial,9,5,False,False,1.8298625987367736,2.1531954012449517,1.589026915173973
Radial,9,6,True,True,1.0874854330711847,1.6525683948287477,1.6702981307295275
Radial,9,7,False,True,2.02065988387882,2.1290555884494227,1.5684419540128827
Radial,9,8,True,True,1.8663190174666657,1.4106157633294092,1.292518946613928
Radial,9,9,False,True,1.4058637256902276,1.7381875325479823,0.7491877870709805
Radial,9,10,True,False,1.3866315793040866,1.6270770054794907,1.393195761119089
Radial,9,11,False,True,1.589026915173973,1.5900554355548517,1.4205719259467042
Radial,9,12,True,True,1.3076913280569586,1.6992029551406966,1.2435020540642794
Radial,9,13,False,True,2.1972245773362196,1.4205719259467045,1.3862943611198906
Radial,9,14,True,False,1.7067972323918121,2.0535345210139715,2.457841425977614
Radial,9,15,False,False,2.1006789212792607,1.7332476747941499,1.0027182645175161
Radial,9,16,True,True,2.3261417001253215,1.7638571517159856,1.688820387265439
Radial,9,17,False,False,1.7080993092206413,2.0090996830377787,1.928809007024001
Radial,9,18,True,True,1.097657122333557,1.80606768342636,1.5374555502465412
Radial,9,19,False,True,2.1279981915855766,1.8639669108981494,1.9986878250356612
Radial,9,20,True,True,1.6992467996964609,2.270253575980375,1.4774148798079878
Radial,9,21,False,True,1.4741246047318053,2.1827373337886278,1.595871353024354
Radial,9,22,True,True,1.732071919556349,1.4882415150077124,1.7804375858531332
Radial,9,23,False,True,1.761384257468556,2.670571842694354,2.358831279638734
Radial,9,24,True,True,2.134190102742286,2.31208375847422,0.806504609875222
Radial,9,25,False,True,1.2535133866139856,1.747860561168211,1.3767614342014214
Radial,9,26,True,True,2.0865937535387835,2.457466396436007,1.2078461326891616
Radial,9,27,False,True,2.112934097811801,1.5668093681173973,0.38888089364222594
Radial,9,28,True,True,1.6025754970088526,1.9429009416454621,2.2008276490345486
Radial,9,29,False,True,2.2004470609016997,1.9357182592009452,1.8342342284269044
Radial,9,30,True,True,2.575425586024709,0.8689029364959966,0.728058993898301
Radial,9,31,False,True,1.51602677808777,1.1193243376592115,1.266033143199625
Radial,9,32,True,True,1.6488828376320295,2.748516945299297,1.121984467652671
